reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	ACRYLYL-COA + CARBON-DIOXIDE + NADPH = METHYL-MALONYL-COA + NADP	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.782133781483104 kilojoule / mole	-23.667296246762067 kilojoule / mole	-19.315305908779692 kilojoule / mole	0.0
PEPCARBOX-RXN	HCO3 + PHOSPHO-ENOL-PYRUVATE = OXALACETIC + Pi	5.0 millimolar / second	682.9154934187212 kilojoule / mole	72.2113659058881 kilojoule / mole	72.2113659058881 kilojoule / mole	26.969434958287707 kilojoule / mole	0.0
PYRUVFORMLY-RXN	ACETYL-COA + FORMATE = CO-A + PYRUVATE	5.0 millimolar / second	19.81002119165261 kilojoule / mole	19.839083008335653 kilojoule / mole	19.839083008335653 kilojoule / mole	21.952740374641447 kilojoule / mole	0.0
RXN-16767	CPD-18087 = NADH	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.5730483138191067 kilojoule / mole	3.5730483138191067 kilojoule / mole	14.312981960202507 kilojoule / mole	0.0
HOMOSERDEAM-RXN	HOMO-SER = 2-OXOBUTANOATE + AMMONIUM	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-62.92871142261586 kilojoule / mole	-80.0435489573369 kilojoule / mole	-79.12467760407016 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	AMMONIUM + NADPH + OXALACETIC + PROTON = L-ASPARTATE + NADP + WATER	5.0 millimolar / second	-754.6220221794651 kilojoule / mole	-143.98257598093733 kilojoule / mole	-126.86773844621632 kilojoule / mole	-81.69303372384593 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	2-OXOBUTANOATE + CO-A = FORMATE + PROPIONYL-COA	5.0 millimolar / second	-3.5569274338458854 kilojoule / mole	-3.457671832038621 kilojoule / mole	-3.457671832038621 kilojoule / mole	-6.903003325670718 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	L-ASPARTATE-SEMIALDEHYDE + NADPH + PROTON = HOMO-SER + NADP	5.0 millimolar / second	-22.39011686094136 kilojoule / mole	-22.385532843650292 kilojoule / mole	-22.385532843650292 kilojoule / mole	9.141464701769763 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	CPD-208 = ACETYL-COA + GLYOX	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.162231836219995 kilojoule / mole	-0.9526056985010395 kilojoule / mole	-11.100577432478202 kilojoule / mole	0.0
RXN-14047	THREO-DS-ISO-CITRATE = CIT	5.0 millimolar / second	-7.64512163077643 kilojoule / mole	-7.967071674807478 kilojoule / mole	-7.967071674807478 kilojoule / mole	2.69125465611676 kilojoule / mole	0.0
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	NADH + OXALACETIC + PROTON = MAL + NAD	5.0 millimolar / second	-744.9846394418703 kilojoule / mole	-134.3588600712227 kilojoule / mole	-134.3588600712227 kilojoule / mole	-78.8621898972882 kilojoule / mole	0.0
PEPDEPHOS-RXN	ATP + PYRUVATE = ADP + PHOSPHO-ENOL-PYRUVATE + PROTON	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.60849328031252 kilojoule / mole	27.60849328031252 kilojoule / mole	-6.366014960450489 kilojoule / mole	0.0
