reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8957	CARBON-DIOXIDE + CROTONYL-COA + NADPH = CPD-9406 + NADP	5.0 millimolar / second	-39.85051585868814 kilojoule / mole	-30.59483384172676 kilojoule / mole	-13.479996307005726 kilojoule / mole	-11.02425562106381 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	AMMONIUM + CARBON-DIOXIDE + METHYLENE-THF + NADH = GLY + NAD + THF	5.0 millimolar / second	-18.801768545439927 kilojoule / mole	-19.072543099220436 kilojoule / mole	-1.9577055644994017 kilojoule / mole	-8.846499505603886 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	PHOSPHO-ENOL-PYRUVATE + WATER = 2-PG	5.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.6039309845961762 kilojoule / mole	3.6039309845961762 kilojoule / mole	-7.614101108598029 kilojoule / mole	0.2
PHOSACETYLTRANS-RXN	ACETYL-P + CO-A = ACETYL-COA + Pi	10.0 millimolar / second	-8.878981560286043 kilojoule / mole	-8.877463664812755 kilojoule / mole	-8.877463664812755 kilojoule / mole	-9.357697548304202 kilojoule / mole	0.0
RXN-12957	Acceptor + GLUTARYL-COA = Donor-H2 + GLUTACONYL-COA	5.0 millimolar / second	-4.271996296595717 kilojoule / mole	-28.788933782581054 kilojoule / mole	-28.788933782581054 kilojoule / mole	-8.606380136865095 kilojoule / mole	0.0
RXN0-6562	3-P-HYDROXYPYRUVATE + WATER = OH-PYR + Pi	5.0 millimolar / second	-17.216717711750917 kilojoule / mole	-16.619130754593087 kilojoule / mole	-33.73396828931412 kilojoule / mole	-9.481329227774014 kilojoule / mole	0.0
RXN-7566	GLY + PROTON + Pi + Red-Thioredoxin = ACETYL-P + AMMONIUM + Ox-Thioredoxin + WATER	10.0 millimolar / second	-2.7069868415694742 kilojoule / mole	-2.2935433021221407 kilojoule / mole	-2.2935433021221407 kilojoule / mole	-8.274373952691974 kilojoule / mole	0.0
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	SER + THF = GLY + METHYLENE-THF + WATER	5.0 millimolar / second	-10.144195044157584 kilojoule / mole	-9.851121186825148 kilojoule / mole	-9.851121186825148 kilojoule / mole	-8.864105416844943 kilojoule / mole	0.0
RXN-15513	2-PG = G3P	5.0 millimolar / second	-4.52040798250934 kilojoule / mole	-4.814074419269409 kilojoule / mole	-4.814074419269409 kilojoule / mole	-7.614101108597956 kilojoule / mole	0.2
RXN-11667	S-3-HYDROXYBUTANOYL-COA = CROTONYL-COA + WATER	5.0 millimolar / second	3.27591793251122 kilojoule / mole	-3.9003625529224832 kilojoule / mole	-3.9003625529224832 kilojoule / mole	-7.614101108598299 kilojoule / mole	0.2
SERINE-DEHYDROGENASE-RXN	AMMONIUM + NADH + OH-PYR + PROTON = NAD + SER + WATER	5.0 millimolar / second	-40.73940704409381 kilojoule / mole	-41.193513886810706 kilojoule / mole	-24.078676352089673 kilojoule / mole	-8.66226333448877 kilojoule / mole	0.0
PEPDEPHOS-RXN	ATP + PYRUVATE = ADP + PHOSPHO-ENOL-PYRUVATE + PROTON	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.659001791980995 kilojoule / mole	27.659001791980995 kilojoule / mole	-9.023322819887527 kilojoule / mole	0.0
RXN-11662	ACETOACETYL-COA + NADH + PROTON = NAD + S-3-HYDROXYBUTANOYL-COA	5.0 millimolar / second	-16.889474845328778 kilojoule / mole	-20.477617485228173 kilojoule / mole	-20.477617485228173 kilojoule / mole	-7.6141011085982395 kilojoule / mole	0.2
RXN-13230	CPD-9408 = CPD-14205	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-7.927494087459976 kilojoule / mole	0.0
RXN-8965	CPD-14205 + WATER = CPD-627	5.0 millimolar / second	-0.3988046682216009 kilojoule / mole	-0.5357666573937988 kilojoule / mole	-0.5357666573937988 kilojoule / mole	-7.931015443941774 kilojoule / mole	0.0
GLUTARYL-COA-DEHYDROG-RXN	ETF-Reduced + GLUTACONYL-COA = ETF-Oxidized + GLUTARYL-COA + PROTON	5.0 millimolar / second	4.271996296595717 kilojoule / mole	37.103729842026944 kilojoule / mole	37.103729842026944 kilojoule / mole	-8.146517273836132 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	CPD-627 = ACETYL-COA + PYRUVATE	5.0 millimolar / second	7.059838100394472 kilojoule / mole	8.980906337133835 kilojoule / mole	-8.133931197587199 kilojoule / mole	-9.08702614762987 kilojoule / mole	0.0
ACETYL-COA-ACETYLTRANSFER-RXN	2 C00024 = C00010 + C00332	5.0 millimolar / second	24.96121615861489 kilojoule / mole	24.967683187761313 kilojoule / mole	24.967683187761313 kilojoule / mole	-10.367211398512298 kilojoule / mole	0.0
PGLYCDEHYDROG-RXN	G3P + NAD = 3-P-HYDROXYPYRUVATE + NADH + PROTON	5.0 millimolar / second	33.927608269133714 kilojoule / mole	33.157184686296475 kilojoule / mole	33.157184686296475 kilojoule / mole	-7.614101108597881 kilojoule / mole	0.2
RXN-16391	CPD-9406 = CPD-17635	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.921596589385919 kilojoule / mole	0.0
RXN-8958	CPD-17635 = CPD-9407	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.912817010817377 kilojoule / mole	0.0
RXN-8959	CPD-9407 + ETF-Oxidized + PROTON = CPD-9408 + ETF-Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-40.35858393523524 kilojoule / mole	-40.35858393523524 kilojoule / mole	-8.119748103115136 kilojoule / mole	0.0
