reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	ACRYLYL-COA + CARBON-DIOXIDE + NADPH = METHYL-MALONYL-COA + NADP	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-33.545357441188784 kilojoule / mole	-16.43051990646775 kilojoule / mole	-22.13546571040501 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	ACETYL-COA + CARBON-DIOXIDE + NADPH = CO-A + NADP + PYRUVATE	5.0 millimolar / second	34.15490275679191 kilojoule / mole	30.52492533116104 kilojoule / mole	30.52492533116104 kilojoule / mole	-14.84927136716335 kilojoule / mole	0.05544
MALYL-COA-LYASE-RXN	CPD-208 = ACETYL-COA + GLYOX	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.457052991951038 kilojoule / mole	-0.657784542769996 kilojoule / mole	-14.849271351148747 kilojoule / mole	0.14456
LACCOA-RXN	D-LACTATE + PROPIONYL-COA = D-LACTOYL-COA + PROPIONATE	5.0 millimolar / second	-12.743669240302523 kilojoule / mole	-12.525253550235083 kilojoule / mole	-12.525253550235083 kilojoule / mole	-14.849271366711543 kilojoule / mole	0.05544
DLACTDEHYDROGNAD-RXN	NADH + PROTON + PYRUVATE = D-LACTATE + NAD	5.0 millimolar / second	-23.680307830950255 kilojoule / mole	-23.680323190397875 kilojoule / mole	-23.680323190397875 kilojoule / mole	-14.849271367026843 kilojoule / mole	0.05544
RXN-14047	THREO-DS-ISO-CITRATE = CIT	5.0 millimolar / second	-7.64512163077643 kilojoule / mole	-8.496370535385733 kilojoule / mole	-8.496370535385733 kilojoule / mole	-14.849271351198933 kilojoule / mole	0.14456
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	NADH + OXALACETIC + PROTON = MAL + NAD	5.0 millimolar / second	-744.9846394418703 kilojoule / mole	-62.775729094004646 kilojoule / mole	-62.775729094004646 kilojoule / mole	-51.56540414647634 kilojoule / mole	0.0
LACTOYL-COA-DEHYDRATASE-RXN	D-LACTOYL-COA = ACRYLYL-COA + WATER	5.0 millimolar / second	2.0922651977497964 kilojoule / mole	-0.0786599958354337 kilojoule / mole	-0.0786599958354337 kilojoule / mole	-14.849271367011744 kilojoule / mole	0.05544
RXN-8964	MAL + SUC-COA = CPD-208 + SUC	5.0 millimolar / second	-5.964746905090124 kilojoule / mole	-12.836446249854342 kilojoule / mole	-12.836446249854342 kilojoule / mole	-14.849271350876823 kilojoule / mole	0.14456
METHYLMALONYL-COA-MUT-RXN	METHYL-MALONYL-COA = SUC-COA	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-13.922120786701058 kilojoule / mole	-13.922120786701058 kilojoule / mole	-14.849271351192444 kilojoule / mole	0.14456
PROPANOATECOA-LIGASE-RXN	ATP + CO-A + PROPIONATE = ADP + PROPIONYL-COA + Pi	5.0 millimolar / second	11.805902603180975 kilojoule / mole	11.382196167332012 kilojoule / mole	11.382196167332012 kilojoule / mole	-14.849271367014062 kilojoule / mole	0.05544
ISOCIT-CLEAV-RXN	GLYOX + SUC = THREO-DS-ISO-CITRATE	5.0 millimolar / second	-8.71799324272456 kilojoule / mole	-9.808905458032287 kilojoule / mole	7.3059320766887454 kilojoule / mole	-14.849271351125065 kilojoule / mole	0.14456
ATP-CITRATE-PRO-S--LYASE-RXN	ATP + CIT + CO-A = ACETYL-COA + ADP + OXALACETIC + Pi	5.0 millimolar / second	723.9783827217918 kilojoule / mole	41.861078133480305 kilojoule / mole	24.7462405987593 kilojoule / mole	-15.13540401020066 kilojoule / mole	0.0
