reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8957	CARBON-DIOXIDE + CROTONYL-COA + NADPH = CPD-9406 + NADP	5.0 millimolar / second	-39.85051585868814 kilojoule / mole	-37.57662652353867 kilojoule / mole	-20.461788988817638 kilojoule / mole	-22.896909671234 kilojoule / mole	0.0
PROPIONYL-COA-CARBOXY-RXN	ATP + HCO3 + PROPIONYL-COA = ADP + D-METHYL-MALONYL-COA + PROTON + Pi	5.0 millimolar / second	-2.7445003681897973 kilojoule / mole	-4.868645280588199 kilojoule / mole	-4.868645280588199 kilojoule / mole	-17.906056664929633 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	ACETYL-P + CO-A = ACETYL-COA + Pi	5.0 millimolar / second	-8.87898156028632 kilojoule / mole	-8.838859731956884 kilojoule / mole	-8.838859731956884 kilojoule / mole	-14.141690727899864 kilojoule / mole	0.0
RXN-12957	Acceptor + GLUTARYL-COA = Donor-H2 + GLUTACONYL-COA	5.0 millimolar / second	-4.271996296595717 kilojoule / mole	-42.937155860940535 kilojoule / mole	-42.937155860940535 kilojoule / mole	-21.408083745305152 kilojoule / mole	0.0
RXN-9092	4-HYDROXY-BUTYRATE + ATP + CO-A = 4-HYDROXY-BUTYRYL-COA + AMP + PPI	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-25.479082653493666 kilojoule / mole	-25.479082653493666 kilojoule / mole	-24.06374141632522 kilojoule / mole	0.0
RXN-7566	GLY + PROTON + Pi + Red-Thioredoxin = ACETYL-P + AMMONIUM + Ox-Thioredoxin + WATER	5.0 millimolar / second	-2.706986841569446 kilojoule / mole	-1.327739185086767 kilojoule / mole	-1.327739185086767 kilojoule / mole	-13.349373736028552 kilojoule / mole	0.0
GLUTARYL-COA-DEHYDROG-RXN	ETF-Reduced + GLUTACONYL-COA = ETF-Oxidized + GLUTARYL-COA + PROTON	5.0 millimolar / second	4.271996296595717 kilojoule / mole	24.26044384677456 kilojoule / mole	24.26044384677456 kilojoule / mole	-10.572417045550157 kilojoule / mole	0.2
METHYLMALONYL-COA-MUT-RXN	METHYL-MALONYL-COA = SUC-COA	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353478503101002 kilojoule / mole	-8.353478503101002 kilojoule / mole	-12.518856453012525 kilojoule / mole	0.0
RXN-16391	CPD-9406 = CPD-17635	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-10.572417205688982 kilojoule / mole	0.2
RXN-8958	CPD-17635 = CPD-9407	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-10.57241720568928 kilojoule / mole	0.2
GLYCINE-DEHYDROGENASE-RXN	AMMONIUM + GLYOX + NADH + PROTON = GLY + NAD + WATER	5.0 millimolar / second	-45.01502113453785 kilojoule / mole	-44.81032841692239 kilojoule / mole	-27.69549088220136 kilojoule / mole	-13.683548925624963 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	D-METHYL-MALONYL-COA = METHYL-MALONYL-COA	5.0 millimolar / second	0.15463308194898673 kilojoule / mole	0.15460801867988372 kilojoule / mole	0.15460801867988372 kilojoule / mole	-12.335582178417647 kilojoule / mole	0.0
RXN-8960	CPD-9408 + WATER = CPD-9409	5.0 millimolar / second	3.6869694382751277 kilojoule / mole	-3.2043567402039788 kilojoule / mole	-3.2043567402039788 kilojoule / mole	-10.5724172057376 kilojoule / mole	0.2
RXN-8890	4-HYDROXY-BUTYRYL-COA = CROTONYL-COA + WATER	5.0 millimolar / second	-10.853617107743773 kilojoule / mole	-10.716340707049923 kilojoule / mole	-10.716340707049923 kilojoule / mole	-17.642530683663445 kilojoule / mole	0.0
RXN-11002	NADPH + PROTON + SUCC-S-ALD = 4-HYDROXY-BUTYRATE + NADP	5.0 millimolar / second	0.5129403944112596 kilojoule / mole	0.49902713191167025 kilojoule / mole	0.49902713191167025 kilojoule / mole	-13.818802706872123 kilojoule / mole	0.0
RXN-8959	CPD-9407 + ETF-Oxidized + PROTON = CPD-9408 + ETF-Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-28.278606079444973 kilojoule / mole	-28.278606079444973 kilojoule / mole	-10.57241704555015 kilojoule / mole	0.2
RXN-8961	CPD-9409 = GLYOX + PROPIONYL-COA	5.0 millimolar / second	15.049597135861177 kilojoule / mole	16.631947479842566 kilojoule / mole	-0.48289005487846803 kilojoule / mole	-12.293585619900586 kilojoule / mole	0.0
RXN-8891	NADPH + PROTON + SUC-COA = CO-A + NADP + SUCC-S-ALD	5.0 millimolar / second	11.058348804426089 kilojoule / mole	10.505807950426652 kilojoule / mole	-6.609029584294381 kilojoule / mole	-13.698744465844046 kilojoule / mole	0.0
