reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8957	CARBON-DIOXIDE + CROTONYL-COA + NADPH = CPD-9406 + NADP	5.0 millimolar / second	-39.85051585868814 kilojoule / mole	-37.456425723236876 kilojoule / mole	-20.341588188515843 kilojoule / mole	-21.714385460405154 kilojoule / mole	0.0
PEPCARBOX-RXN	HCO3 + PHOSPHO-ENOL-PYRUVATE = OXALACETIC + Pi	5.0 millimolar / second	682.9154934187212 kilojoule / mole	8.42034767759651 kilojoule / mole	8.42034767759651 kilojoule / mole	-9.929809141433452 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	FUM + NADH + PROTON = NAD + SUC	5.0 millimolar / second	-61.21694462493679 kilojoule / mole	-59.979242566453124 kilojoule / mole	-59.979242566453124 kilojoule / mole	-35.09423003504557 kilojoule / mole	0.0
RXN-12957	Acceptor + GLUTARYL-COA = Donor-H2 + GLUTACONYL-COA	5.0 millimolar / second	-4.271996296595717 kilojoule / mole	-37.38805624525063 kilojoule / mole	-37.38805624525063 kilojoule / mole	-15.489385406403219 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	AMMONIUM + NADPH + OXALACETIC + PROTON = L-ASPARTATE + NADP + WATER	5.0 millimolar / second	-754.6220221794651 kilojoule / mole	-80.0228471155367 kilojoule / mole	-62.9080095808157 kilojoule / mole	-47.65888380263118 kilojoule / mole	0.0
RXN-9092	4-HYDROXY-BUTYRATE + ATP + CO-A = 4-HYDROXY-BUTYRYL-COA + AMP + PPI	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-25.581517356016594 kilojoule / mole	-25.581517356016594 kilojoule / mole	-24.476093844839493 kilojoule / mole	0.0
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	ATP + CO-A + SUC = ADP + Pi + SUC-COA	5.0 millimolar / second	-1.7513499411736575 kilojoule / mole	-1.7258137670001026 kilojoule / mole	-1.7258137670001026 kilojoule / mole	-23.529225582590197 kilojoule / mole	0.0
PEPDEPHOS-RXN	ATP + PYRUVATE = ADP + PHOSPHO-ENOL-PYRUVATE + PROTON	5.0 millimolar / second	27.5833233583064 kilojoule / mole	27.552601833564125 kilojoule / mole	27.552601833564125 kilojoule / mole	-12.190850684826714 kilojoule / mole	0.0
RXN-13230	CPD-9408 = CPD-14205	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-9.578788763009829 kilojoule / mole	0.16667
RXN-8965	CPD-14205 + WATER = CPD-627	5.0 millimolar / second	-0.3988046682216009 kilojoule / mole	-7.380930614653844 kilojoule / mole	-7.380930614653844 kilojoule / mole	-9.57878876300963 kilojoule / mole	0.16667
GLUTARYL-COA-DEHYDROG-RXN	ETF-Reduced + GLUTACONYL-COA = ETF-Oxidized + GLUTARYL-COA + PROTON	5.0 millimolar / second	4.271996296595717 kilojoule / mole	30.33530300640351 kilojoule / mole	30.33530300640351 kilojoule / mole	-9.578788466965474 kilojoule / mole	0.16667
CITRAMALYL-COA-LYASE-RXN	CPD-627 = ACETYL-COA + PYRUVATE	5.0 millimolar / second	7.059838100394472 kilojoule / mole	7.49622832278047 kilojoule / mole	-9.618609211940562 kilojoule / mole	-12.626324104693797 kilojoule / mole	0.0
RXN-16391	CPD-9406 = CPD-17635	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-9.578788763007616 kilojoule / mole	0.16667
RXN-8958	CPD-17635 = CPD-9407	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-9.578788763007653 kilojoule / mole	0.16667
ASPARTASE-RXN	L-ASPARTATE = AMMONIUM + FUM	5.0 millimolar / second	13.197966369162486 kilojoule / mole	13.188709010184702 kilojoule / mole	-3.9261285245363307 kilojoule / mole	-18.29470843622168 kilojoule / mole	0.0
RXN-8890	4-HYDROXY-BUTYRYL-COA = CROTONYL-COA + WATER	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-10.786780423053031 kilojoule / mole	-10.786780423053031 kilojoule / mole	-17.10747441505741 kilojoule / mole	0.0
RXN-11002	NADPH + PROTON + SUCC-S-ALD = 4-HYDROXY-BUTYRATE + NADP	5.0 millimolar / second	0.5129403944112596 kilojoule / mole	0.4999232741793467 kilojoule / mole	0.4999232741793467 kilojoule / mole	-13.10526874310646 kilojoule / mole	0.0
RXN-8959	CPD-9407 + ETF-Oxidized + PROTON = CPD-9408 + ETF-Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-34.787537666027205 kilojoule / mole	-34.787537666027205 kilojoule / mole	-9.578788466965474 kilojoule / mole	0.16667
RXN-8891	NADPH + PROTON + SUC-COA = CO-A + NADP + SUCC-S-ALD	5.0 millimolar / second	11.058348804426089 kilojoule / mole	10.64405305994818 kilojoule / mole	-6.470784474772854 kilojoule / mole	-15.632206123172269 kilojoule / mole	0.0
