reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	ACRYLYL-COA + CARBON-DIOXIDE + NADPH = METHYL-MALONYL-COA + NADP	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.783237278432736 kilojoule / mole	-23.6683997437117 kilojoule / mole	-18.442839868221473 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	ATP + HCO3 + PYRUVATE = ADP + OXALACETIC + PROTON + Pi	5.0 millimolar / second	710.4988167770277 kilojoule / mole	114.71620286446591 kilojoule / mole	114.71620286446591 kilojoule / mole	27.534732965230432 kilojoule / mole	0.0
PYRUVFORMLY-RXN	ACETYL-COA + FORMATE = CO-A + PYRUVATE	5.0 millimolar / second	19.810021191652595 kilojoule / mole	19.838490843589437 kilojoule / mole	19.838490843589437 kilojoule / mole	27.243088016761053 kilojoule / mole	0.0
RXN-16767	CPD-18087 = NADH	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.511091700553798 kilojoule / mole	3.511091700553798 kilojoule / mole	14.262258679945491 kilojoule / mole	0.0
HOMOSERDEAM-RXN	HOMO-SER = 2-OXOBUTANOATE + AMMONIUM	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-62.93427562182733 kilojoule / mole	-80.04911315654836 kilojoule / mole	-79.92214308112449 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	AMMONIUM + NADPH + OXALACETIC + PROTON = L-ASPARTATE + NADP + WATER	5.0 millimolar / second	-754.6220221794651 kilojoule / mole	-158.8781146095862 kilojoule / mole	-141.7632770748652 kilojoule / mole	-95.06144585857953 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	2-OXOBUTANOATE + CO-A = FORMATE + PROPIONYL-COA	5.0 millimolar / second	-3.5569274338458854 kilojoule / mole	-3.459694054151682 kilojoule / mole	-3.459694054151682 kilojoule / mole	-5.254416132888498 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	L-ASPARTATE-SEMIALDEHYDE + NADPH + PROTON = HOMO-SER + NADP	5.0 millimolar / second	-22.39011686094136 kilojoule / mole	-22.385626242158338 kilojoule / mole	-22.385626242158338 kilojoule / mole	10.224150953796068 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	CPD-208 = ACETYL-COA + GLYOX	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.162231833390717 kilojoule / mole	-0.9526057013303151 kilojoule / mole	-14.706156626861668 kilojoule / mole	0.0
RXN-14047	THREO-DS-ISO-CITRATE = CIT	5.0 millimolar / second	-7.64512163077643 kilojoule / mole	-7.960512086977036 kilojoule / mole	-7.960512086977036 kilojoule / mole	4.517565160946318 kilojoule / mole	0.0
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	NADH + OXALACETIC + PROTON = MAL + NAD	5.0 millimolar / second	-744.9846394418703 kilojoule / mole	-149.25412024325476 kilojoule / mole	-149.25412024325476 kilojoule / mole	-93.12708077319371 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	L-BETA-ASPARTYL-P + NADPH + PROTON = L-ASPARTATE-SEMIALDEHYDE + NADP + Pi	5.0 millimolar / second	20.345053421939667 kilojoule / mole	20.34505341445423 kilojoule / mole	3.2302158797331977 kilojoule / mole	14.65578949374124 kilojoule / mole	0.0
RXN-15977	OXYGEN-MOLECULE + PROPIONYL-COA = ACRYLYL-COA + HYDROGEN-PEROXIDE	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-50.62532216289182 kilojoule / mole	-50.62532216289182 kilojoule / mole	-27.27493029187689 kilojoule / mole	0.0
RXN-16774	HYDROGEN-PEROXIDE + NAD = CPD-18087 + OXYGEN-MOLECULE + PROTON	5.0 millimolar / second	131.89141496345414 kilojoule / mole	107.50344868993984 kilojoule / mole	107.50344868993984 kilojoule / mole	27.63420682934571 kilojoule / mole	1.0
ASPARTATEKIN-RXN	ATP + L-ASPARTATE = ADP + L-BETA-ASPARTYL-P	5.0 millimolar / second	22.274273316339418 kilojoule / mole	22.274273286075555 kilojoule / mole	22.274273286075555 kilojoule / mole	1.5117920981240878 kilojoule / mole	0.0
RXN-8964	MAL + SUC-COA = CPD-208 + SUC	5.0 millimolar / second	-5.964746905090124 kilojoule / mole	-5.939477561461431 kilojoule / mole	-5.939477561461431 kilojoule / mole	-5.2477548332814035 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	METHYL-MALONYL-COA = SUC-COA	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353466869284244 kilojoule / mole	-8.353466869284244 kilojoule / mole	-7.059596777108642 kilojoule / mole	0.0
ISOCIT-CLEAV-RXN	GLYOX + SUC = THREO-DS-ISO-CITRATE	5.0 millimolar / second	-8.71799324272456 kilojoule / mole	-8.398990872051666 kilojoule / mole	8.715846662669367 kilojoule / mole	10.238798728964845 kilojoule / mole	0.0
ATP-CITRATE-PRO-S--LYASE-RXN	ATP + CIT + CO-A = ACETYL-COA + ADP + OXALACETIC + Pi	5.0 millimolar / second	723.9783827217921 kilojoule / mole	128.2541429584984 kilojoule / mole	111.13930542377739 kilojoule / mole	27.279048445407966 kilojoule / mole	0.0
