reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8957	CARBON-DIOXIDE + CROTONYL-COA + NADPH = CPD-9406 + NADP	5.0 millimolar / second	-39.85051585868814 kilojoule / mole	-37.59143478821228 kilojoule / mole	-20.47659725349125 kilojoule / mole	-20.737480926990628 kilojoule / mole	0.0
RXN-18384	ACRYLYL-COA + CARBON-DIOXIDE + NADPH = METHYL-MALONYL-COA + NADP	5.0 millimolar / second	-40.836293713944315 kilojoule / mole	-41.23025814419964 kilojoule / mole	-24.115420609478605 kilojoule / mole	-22.68603502736213 kilojoule / mole	0.0
RXN-12957	Acceptor + GLUTARYL-COA = Donor-H2 + GLUTACONYL-COA	5.0 millimolar / second	-4.271996296595717 kilojoule / mole	5.818354834024078 kilojoule / mole	5.818354834024078 kilojoule / mole	-3.2190948623938827 kilojoule / mole	0.125
RXN-9092	4-HYDROXY-BUTYRATE + ATP + CO-A = 4-HYDROXY-BUTYRYL-COA + AMP + PPI	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-26.157847981788233 kilojoule / mole	-26.157847981788233 kilojoule / mole	-30.7901046698761 kilojoule / mole	0.0
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN	Donor-H2 + PYRUVATE = Acceptor + D-LACTATE	5.0 millimolar / second	39.843267239049524 kilojoule / mole	19.678349371456957 kilojoule / mole	19.678349371456957 kilojoule / mole	-3.219094862393888 kilojoule / mole	0.125
LACCOA-RXN	D-LACTATE + PROPIONYL-COA = D-LACTOYL-COA + PROPIONATE	5.0 millimolar / second	-12.743669240302523 kilojoule / mole	-3.1816923737238376 kilojoule / mole	-3.1816923737238376 kilojoule / mole	-5.189207737966779 kilojoule / mole	0.0
RXN-13230	CPD-9408 = CPD-14205	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-3.2190948958723897 kilojoule / mole	0.125
RXN-8965	CPD-14205 + WATER = CPD-627	5.0 millimolar / second	-0.3988046682216009 kilojoule / mole	-2.117368522959029 kilojoule / mole	-2.117368522959029 kilojoule / mole	-3.219094895845832 kilojoule / mole	0.125
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	NADH + PROTON + SUCC-S-ALD = 4-HYDROXY-BUTYRATE + NAD	5.0 millimolar / second	0.38238536041001225 kilojoule / mole	0.4097907888917057 kilojoule / mole	0.4097907888917057 kilojoule / mole	-7.79058281391666 kilojoule / mole	0.0
LACTOYL-COA-DEHYDRATASE-RXN	D-LACTOYL-COA = ACRYLYL-COA + WATER	5.0 millimolar / second	2.0922651977497964 kilojoule / mole	3.744239271386297 kilojoule / mole	3.744239271386297 kilojoule / mole	-5.265580815328924 kilojoule / mole	0.0
GLUTARYL-COA-DEHYDROG-RXN	ETF-Reduced + GLUTACONYL-COA = ETF-Oxidized + GLUTARYL-COA + PROTON	5.0 millimolar / second	4.271996296595717 kilojoule / mole	1.648748680796861 kilojoule / mole	1.648748680796861 kilojoule / mole	-3.2190948624780127 kilojoule / mole	0.125
CITRAMALYL-COA-LYASE-RXN	CPD-627 = ACETYL-COA + PYRUVATE	5.0 millimolar / second	7.059838100394472 kilojoule / mole	7.965482078601921 kilojoule / mole	-9.149355456119112 kilojoule / mole	-3.3320938846039865 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	METHYL-MALONYL-COA = SUC-COA	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353463319151198 kilojoule / mole	-8.353463319151198 kilojoule / mole	-9.993562254716858 kilojoule / mole	0.0
RXN-16391	CPD-9406 = CPD-17635	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-3.219094895890157 kilojoule / mole	0.125
RXN-8958	CPD-17635 = CPD-9407	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-3.219094895882767 kilojoule / mole	0.125
RXN-8890	4-HYDROXY-BUTYRYL-COA = CROTONYL-COA + WATER	5.0 millimolar / second	-10.853617107743773 kilojoule / mole	-12.153567752970964 kilojoule / mole	-12.153567752970964 kilojoule / mole	-15.842123471182555 kilojoule / mole	0.0
PROPANOATECOA-LIGASE-RXN	ATP + CO-A + PROPIONATE = ADP + PROPIONYL-COA + Pi	5.0 millimolar / second	11.805902603180975 kilojoule / mole	11.891569201180184 kilojoule / mole	11.891569201180184 kilojoule / mole	-6.301513699143554 kilojoule / mole	0.0
RXN-8959	CPD-9407 + ETF-Oxidized + PROTON = CPD-9408 + ETF-Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-5.141276648147686 kilojoule / mole	-5.141276648147686 kilojoule / mole	-3.219094862477566 kilojoule / mole	0.125
RXN-8891	NADPH + PROTON + SUC-COA = CO-A + NADP + SUCC-S-ALD	5.0 millimolar / second	11.058348804426032 kilojoule / mole	12.576545858470633 kilojoule / mole	-4.538291676250401 kilojoule / mole	-8.055089237080102 kilojoule / mole	0.0
