reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8957	CARBON-DIOXIDE + CROTONYL-COA + NADPH = CPD-9406 + NADP	5.0 millimolar / second	-39.85051585868814 kilojoule / mole	-37.5163743727174 kilojoule / mole	-20.401536837996364 kilojoule / mole	-20.45144389286688 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	ATP + HCO3 + PYRUVATE = ADP + OXALACETIC + PROTON + Pi	5.0 millimolar / second	710.4988167770277 kilojoule / mole	59.43056653106669 kilojoule / mole	59.43056653106669 kilojoule / mole	-9.958259872142662 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	FUM + NADH + PROTON = NAD + SUC	5.0 millimolar / second	-61.21694462493679 kilojoule / mole	-60.010234780200776 kilojoule / mole	-60.010234780200776 kilojoule / mole	-32.34001106479892 kilojoule / mole	0.0
RXN-12957	Acceptor + GLUTARYL-COA = Donor-H2 + GLUTACONYL-COA	5.0 millimolar / second	-4.271996296595717 kilojoule / mole	-48.209637921479946 kilojoule / mole	-48.209637921479946 kilojoule / mole	-26.986979134209204 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	AMMONIUM + NADPH + OXALACETIC + PROTON = L-ASPARTATE + NADP + WATER	5.0 millimolar / second	-754.6220221794651 kilojoule / mole	-103.48229977151016 kilojoule / mole	-86.36746223678915 kilojoule / mole	-66.314737010042 kilojoule / mole	0.0
RXN-9092	4-HYDROXY-BUTYRATE + ATP + CO-A = 4-HYDROXY-BUTYRYL-COA + AMP + PPI	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-25.60286650681645 kilojoule / mole	-25.60286650681645 kilojoule / mole	-27.042002643202956 kilojoule / mole	0.0
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	ATP + CO-A + SUC = ADP + Pi + SUC-COA	5.0 millimolar / second	-1.7513499411732028 kilojoule / mole	-1.7264531343264096 kilojoule / mole	-1.7264531343264096 kilojoule / mole	-29.048223802802596 kilojoule / mole	0.0
RXN-13230	CPD-9408 = CPD-14205	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-9.544652673171942 kilojoule / mole	0.16667
RXN-8965	CPD-14205 + WATER = CPD-627	5.0 millimolar / second	-0.3988046682216009 kilojoule / mole	-7.206095820004389 kilojoule / mole	-7.206095820004389 kilojoule / mole	-9.544652673166024 kilojoule / mole	0.16667
GLUTARYL-COA-DEHYDROG-RXN	ETF-Reduced + GLUTACONYL-COA = ETF-Oxidized + GLUTARYL-COA + PROTON	5.0 millimolar / second	4.271996296595717 kilojoule / mole	31.954754325220975 kilojoule / mole	31.954754325220975 kilojoule / mole	-9.544652466295098 kilojoule / mole	0.16667
CITRAMALYL-COA-LYASE-RXN	CPD-627 = ACETYL-COA + PYRUVATE	5.0 millimolar / second	7.059838100394472 kilojoule / mole	7.485300849724382 kilojoule / mole	-9.629536684996651 kilojoule / mole	-12.6891196484031 kilojoule / mole	0.0
RXN-16391	CPD-9406 = CPD-17635	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-9.544652673133404 kilojoule / mole	0.16667
RXN-8958	CPD-17635 = CPD-9407	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-9.544652673136422 kilojoule / mole	0.16667
ASPARTASE-RXN	L-ASPARTATE = AMMONIUM + FUM	5.0 millimolar / second	13.197966369162486 kilojoule / mole	13.188940811450571 kilojoule / mole	-3.925896723270461 kilojoule / mole	-19.791072748309134 kilojoule / mole	0.0
RXN-8890	4-HYDROXY-BUTYRYL-COA = CROTONYL-COA + WATER	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-10.788453990939578 kilojoule / mole	-10.788453990939578 kilojoule / mole	-17.30296530252582 kilojoule / mole	0.0
RXN-11002	NADPH + PROTON + SUCC-S-ALD = 4-HYDROXY-BUTYRATE + NADP	5.0 millimolar / second	0.5129403944112596 kilojoule / mole	0.5002490453827589 kilojoule / mole	0.5002490453827589 kilojoule / mole	-11.75835635939349 kilojoule / mole	0.0
RXN-8959	CPD-9407 + ETF-Oxidized + PROTON = CPD-9408 + ETF-Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-36.377007408169916 kilojoule / mole	-36.377007408169916 kilojoule / mole	-9.544652466295222 kilojoule / mole	0.16667
RXN-8891	NADPH + PROTON + SUC-COA = CO-A + NADP + SUCC-S-ALD	5.0 millimolar / second	11.058348804426089 kilojoule / mole	10.65442680303246 kilojoule / mole	-6.460410731688574 kilojoule / mole	-14.484169665696411 kilojoule / mole	0.0
