reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.510934857724 kilojoule / mole	-32.56100376595286 kilojoule / mole	-32.56100376595286 kilojoule / mole	-22.145868392833016 kilojoule / mole	0.0
RXN-13029	C00011 + C00136 = C00080 + C18026	5.0 millimolar / second	13.702958804193713 kilojoule / mole	-0.4569471869981818 kilojoule / mole	16.65789034772285 kilojoule / mole	-7.384322244647899 kilojoule / mole	0.15469
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-18.363471581032165 kilojoule / mole	-18.363471581032165 kilojoule / mole	-61.11364973022007 kilojoule / mole	0.0
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-25.519722401786705 kilojoule / mole	-25.519722401786705 kilojoule / mole	-12.645327707757712 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.57110621100332 kilojoule / mole	27.57110621100332 kilojoule / mole	-13.936661962087044 kilojoule / mole	0.0
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	5.0 millimolar / second	0.38238536041001225 kilojoule / mole	0.38121390479459827 kilojoule / mole	0.38121390479459827 kilojoule / mole	-7.422766478927795 kilojoule / mole	0.0
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	5.0 millimolar / second	2.1831111312283156 kilojoule / mole	3.508020991623791 kilojoule / mole	3.508020991623791 kilojoule / mole	-7.807738319851694 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-7.903446421252267 kilojoule / mole	-7.903446421252267 kilojoule / mole	-7.4234170684584235 kilojoule / mole	0.0
RXN-16391	C18026 = C20238	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.384322244653011 kilojoule / mole	0.15469
RXN-8958	C20238 = C18324	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.384322244653002 kilojoule / mole	0.15469
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	5.0 millimolar / second	0.15463308194898673 kilojoule / mole	0.6046470011495562 kilojoule / mole	0.6046470011495562 kilojoule / mole	-7.423556155243724 kilojoule / mole	0.0
BUTYRYL-COA-DEHYDROGENASE-RXN	C00877 + ETF__45__Reduced = C00080 + C00136 + C04253	5.0 millimolar / second	9.83954537311729 kilojoule / mole	44.31361717395002 kilojoule / mole	44.31361717395002 kilojoule / mole	-7.384322203109896 kilojoule / mole	0.15469
RXN-8960	C00001 + C06028 = C06027	5.0 millimolar / second	3.686969438274673 kilojoule / mole	3.736335507771048 kilojoule / mole	3.736335507771048 kilojoule / mole	-7.384322244653645 kilojoule / mole	0.15469
RXN-8890	C11062 = C00001 + C00877	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-7.384322246930744 kilojoule / mole	-7.384322246930744 kilojoule / mole	-7.3843222464897105 kilojoule / mole	0.07185
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-46.25937212744064 kilojoule / mole	-46.25937212744064 kilojoule / mole	-7.384322203109896 kilojoule / mole	0.15469
RXN-8961	C06027 = C00048 + C00100	5.0 millimolar / second	15.049597135860907 kilojoule / mole	13.86008239458521 kilojoule / mole	-3.254755140135825 kilojoule / mole	-7.807982773448555 kilojoule / mole	0.0
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	5.0 millimolar / second	11.058348804426032 kilojoule / mole	11.17499553268229 kilojoule / mole	-5.939842002038743 kilojoule / mole	-7.4232585597420435 kilojoule / mole	0.0
