reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.510934857724 kilojoule / mole	-32.58830151202716 kilojoule / mole	-32.58830151202716 kilojoule / mole	-22.209186203219815 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	5.0 millimolar / second	-4.927611499417594 kilojoule / mole	-4.823873826669695 kilojoule / mole	-4.823873826669695 kilojoule / mole	-33.27545940172591 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652595 kilojoule / mole	19.13623974100565 kilojoule / mole	19.13623974100565 kilojoule / mole	-6.788698701458566 kilojoule / mole	0.0748
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-4.298382282933435 kilojoule / mole	-4.298382282933435 kilojoule / mole	-26.815226852344725 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	56.15270118264258 kilojoule / mole	56.15270118264258 kilojoule / mole	-6.788698697219219 kilojoule / mole	0.14501
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.453361366623405 kilojoule / mole	-3.453361366623405 kilojoule / mole	-6.788698697231253 kilojoule / mole	0.14501
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-46.17841378643143 kilojoule / mole	-63.29325132115246 kilojoule / mole	-44.89625636207389 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	C00005 + C00014 + C00036 + C00080 = C00001 + C00006 + C00049	5.0 millimolar / second	-39.1955939030197 kilojoule / mole	-39.14165422044115 kilojoule / mole	-22.026816685720114 kilojoule / mole	-18.873544725958237 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338458854 kilojoule / mole	-13.45699613068279 kilojoule / mole	-13.45699613068279 kilojoule / mole	-6.788698701100884 kilojoule / mole	0.0748
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942552 kilojoule / mole	-27.425869168625585 kilojoule / mole	-27.425869168625585 kilojoule / mole	-6.788698697284604 kilojoule / mole	0.14501
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	17.55339607639747 kilojoule / mole	0.4385585416764368 kilojoule / mole	-6.788698701444779 kilojoule / mole	0.0748
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.764427685357468 kilojoule / mole	27.764427685357468 kilojoule / mole	-11.066273198506087 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.34505342193961 kilojoule / mole	20.345038299741244 kilojoule / mole	3.2302007650202103 kilojoule / mole	-7.079382551252679 kilojoule / mole	0.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	22.274224575788548 kilojoule / mole	22.274224575788548 kilojoule / mole	-7.090568364767935 kilojoule / mole	0.0
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	5.0 millimolar / second	2.1831111312283156 kilojoule / mole	6.662023996170172 kilojoule / mole	6.662023996170172 kilojoule / mole	-6.788698700651706 kilojoule / mole	0.0748
RXN-8964	C00091 + C00149 = C00042 + C04348	5.0 millimolar / second	-5.964746905089896 kilojoule / mole	-10.080520180482932 kilojoule / mole	-10.080520180482932 kilojoule / mole	-6.788698699302731 kilojoule / mole	0.08859
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-9.049045815226231 kilojoule / mole	-9.049045815226231 kilojoule / mole	-6.788698699753727 kilojoule / mole	0.08859
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	5.0 millimolar / second	0.15463308194898673 kilojoule / mole	-1.2365301480927529 kilojoule / mole	-1.2365301480927529 kilojoule / mole	-6.788698699772544 kilojoule / mole	0.08859
