Reaction ID	Fluxes	Equation(ID)
ISOCITDEH-RXN	5.0	C00011 + C00005 + C00026 --> C00006 + C00311
GLUTACONYL-COA-DECARBOXYLASE-RXN	5.0	C00011 + C00877 --> C02411 + C00080
RXN-1083	-5.0	C03058 <=> C02411 + C00001
RXN-9092	5.0	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	5.0	C00006 + C01087 <=> C00005 + C00080 + C00026
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	5.0	C00004 + C00080 + C00232 --> C00003 + C00989
RXN-1082	-5.0	C00024 + C01087 <=> C00033 + C03058
RXN-8890	5.0	C11062 <=> C00877 + C00001
ISOCIT-CLEAV-RXN	5.0	C00311 <=> C00048 + C00042
RXN-8807	-5.0	C00033 + C00091 <=> C00024 + C00042
RXN-8891	5.0	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
