Reaction ID	Fluxes	Equation(ID)
PROPIONYL-COA-CARBOXY-RXN	5.0	C00002 + C00288 + C00100 --> C00008 + C00683 + C00080 + C00009
GLUTACONYL-COA-DECARBOXYLASE-RXN	5.0	C00011 + C00877 --> C02411 + C00080
RXN0-5224	-5.0	C00288 + C00080 <=> C00011 + C00001
RXN-1083	-5.0	C03058 <=> C02411 + C00001
S-2-METHYLMALATE-DEHYDRATASE-RXN	-5.0	C00815 <=> C01732 + C00001
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
METHYLASPARTATE-MUTASE-RXN	-5.0	C03618 <=> C00025
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	5.0	C00006 + C01087 <=> C00005 + C00080 + C00026
MALATE-DEHYDROGENASE-NADP+-RXN	5.0	C00005 + C00036 + C00080 --> C00149 + C00006
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	5.0	C03561 <=> C00877 + C00001
2.1.3.1-RXN	5.0	C00683 + C00022 <=> C00036 + C00100
METHYLASPARTATE-AMMONIA-LYASE-RXN	5.0	C03618 <=> C00014 + C01732
GLUTAMATE-DEHYDROGENASE-RXN	-5.0	C00025 + C00003 + C00001 <=> C00014 + C00004 + C00080 + C00026
MALATE--COA-LIGASE-RXN	5.0	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
RXN-5901	5.0	C00332 + C00005 + C00080 --> C03561 + C00006
ACETYL-COA-ACETYLTRANSFER-RXN	5.0	2.0 C00024 <=> C00332 + C00010
RXN-1082	-5.0	C00024 + C01087 <=> C00033 + C03058
CITRAMALATE-LYASE-RXN	5.0	C00815 --> C00033 + C00022
