reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	5.0 millimolar / second	-6.819476712687852 kilojoule / mole	-4.558550397491442 kilojoule / mole	-4.558550397491442 kilojoule / mole	-40.905087789397186 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454694226 kilojoule / mole	-9.106628178912969 kilojoule / mole	8.008209355808065 kilojoule / mole	-3.2384088794058767 kilojoule / mole	0.05507
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-9.05290395395728 kilojoule / mole	-9.05290395395728 kilojoule / mole	-50.73989478776325 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750601 kilojoule / mole	-37.97532814530207 kilojoule / mole	-37.97532814530207 kilojoule / mole	-52.0721123976382 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	5.0 millimolar / second	-23.328358352916297 kilojoule / mole	-23.38368209472209 kilojoule / mole	-23.38368209472209 kilojoule / mole	-3.2384088781155977 kilojoule / mole	0.12077
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	53.393002702953666 kilojoule / mole	53.393002702953666 kilojoule / mole	-3.2384088709851246 kilojoule / mole	0.29662
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.3245816905579844 kilojoule / mole	-3.3245816905579844 kilojoule / mole	-3.280908665522005 kilojoule / mole	0.0
1.7.1.9-RXN-4-HYDROXYAMINOQUINOLINE-N-OXIDE/NADP/WATER//4-NITROQUINOLINE-N-OXIDE/NADPH/PROTON.82.	C00001 + 2 C00006 + C04050 = 2 C00005 + 2 C00080 + C03474	5.0 millimolar / second	201.9455101639078 kilojoule / mole	74.07420909672409 kilojoule / mole	74.07420909672409 kilojoule / mole	-3.238408698543722 kilojoule / mole	0.14831
1.7.1.9-RXN-4-HYDROXYAMINOQUINOLINE-N-OXIDE/NAD/WATER//4-NITROQUINOLINE-N-OXIDE/NADH/PROTON.80.	2 C00004 + 2 C00080 + C03474 = C00001 + 2 C00003 + C04050	5.0 millimolar / second	-202.20662023191042 kilojoule / mole	-74.2250137586622 kilojoule / mole	-74.2250137586622 kilojoule / mole	-3.2384086985438074 kilojoule / mole	0.14831
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	-3.7680830891273747 kilojoule / mole	-3.7680830891273747 kilojoule / mole	-3.238408879327217 kilojoule / mole	0.05507
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.16223184156047 kilojoule / mole	15.712270472570475 kilojoule / mole	-1.4025670621505582 kilojoule / mole	-16.735953504834185 kilojoule / mole	0.0
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	5.0 millimolar / second	-60.75613024174429 kilojoule / mole	-50.74909110313381 kilojoule / mole	-50.74909110313381 kilojoule / mole	-12.731850240405208 kilojoule / mole	0.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	5.0 millimolar / second	9.907933190874758 kilojoule / mole	0.0070535945867735705 kilojoule / mole	-17.10778394013426 kilojoule / mole	-3.2384088779204596 kilojoule / mole	0.12077
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263781 kilojoule / mole	-7.273697779381595 kilojoule / mole	-7.273697779381595 kilojoule / mole	-9.546870988006182 kilojoule / mole	0.0
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.51983219263957 kilojoule / mole	11.82441675534221 kilojoule / mole	-5.290420779378823 kilojoule / mole	-3.238408879426845 kilojoule / mole	0.05507
