reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-36.3079990779333 kilojoule / mole	-19.19316154321227 kilojoule / mole	-4.520311830854662 kilojoule / mole	0.0
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	5.0 millimolar / second	-6.819476712687852 kilojoule / mole	-4.832482198214127 kilojoule / mole	-4.832482198214127 kilojoule / mole	-32.46099033211061 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.71669316239487 kilojoule / mole	-5.71669316239487 kilojoule / mole	-48.3413380515807 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	5.0 millimolar / second	-23.328358352916297 kilojoule / mole	-23.38397915433557 kilojoule / mole	-23.38397915433557 kilojoule / mole	-3.3813317036977066 kilojoule / mole	0.14895
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	53.36516682948857 kilojoule / mole	53.36516682948857 kilojoule / mole	-3.3813316973357104 kilojoule / mole	0.2979
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.381331682320105 kilojoule / mole	-3.381331682320105 kilojoule / mole	-3.381331697548304 kilojoule / mole	0.10629
1.7.1.9-RXN-4-HYDROXYAMINOQUINOLINE-N-OXIDE/NADP/WATER//4-NITROQUINOLINE-N-OXIDE/NADPH/PROTON.82.	C00001 + 2 C00006 + C04050 = 2 C00005 + 2 C00080 + C03474	2.5 millimolar / second	201.9455101639078 kilojoule / mole	73.85475718428202 kilojoule / mole	73.85475718428202 kilojoule / mole	-3.3813314108628703 kilojoule / mole	0.14895
1.7.1.9-RXN-4-HYDROXYAMINOQUINOLINE-N-OXIDE/NAD/WATER//4-NITROQUINOLINE-N-OXIDE/NADH/PROTON.80.	2 C00004 + 2 C00080 + C03474 = C00001 + 2 C00003 + C04050	2.5 millimolar / second	-202.20662023191042 kilojoule / mole	-74.00456882495615 kilojoule / mole	-74.00456882495615 kilojoule / mole	-3.3813314108628845 kilojoule / mole	0.14895
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	15.654926434409418 kilojoule / mole	-1.4599111003116159 kilojoule / mole	-9.104967976652748 kilojoule / mole	0.0
RXN-9086	C00002 + C00010 + C01013 = C00013 + C00020 + C05668	5.0 millimolar / second	1.9662286516720542 kilojoule / mole	12.517370827338247 kilojoule / mole	12.517370827338247 kilojoule / mole	-4.034884123230416 kilojoule / mole	0.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	5.0 millimolar / second	9.9079331908747 kilojoule / mole	-0.7955073626190341 kilojoule / mole	-17.910344897340067 kilojoule / mole	-3.3813317032807593 kilojoule / mole	0.14895
RXN-8964	C00091 + C00149 = C00042 + C04348	5.0 millimolar / second	-5.964746905089896 kilojoule / mole	-5.983397754610559 kilojoule / mole	-5.983397754610559 kilojoule / mole	-3.989974409558759 kilojoule / mole	0.0
RXN-6383	C05668 = C00001 + C00894	5.0 millimolar / second	-2.297968718618222 kilojoule / mole	-1.6360704135482305 kilojoule / mole	-1.6360704135482305 kilojoule / mole	-4.120298152625495 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.860676059856578 kilojoule / mole	-8.860676059856578 kilojoule / mole	-4.440430090268687 kilojoule / mole	0.0
