reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.78324494738017 kilojoule / mole	-23.668407412659136 kilojoule / mole	-21.043764607609024 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.510934857724 kilojoule / mole	-32.58768106012202 kilojoule / mole	-32.58768106012202 kilojoule / mole	-29.037928004209288 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.81002119165261 kilojoule / mole	19.838491592914252 kilojoule / mole	19.838491592914252 kilojoule / mole	12.186773195471897 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.113347178096619 kilojoule / mole	-5.113347178096619 kilojoule / mole	-35.75200337373495 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.5110856586543644 kilojoule / mole	3.5110856586543644 kilojoule / mole	14.889900202710336 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	61.15386070483565 kilojoule / mole	61.15386070483565 kilojoule / mole	11.379518324356694 kilojoule / mole	0.0
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.4288817630706343 kilojoule / mole	-3.4288817630706343 kilojoule / mole	-1.092763448666278 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-62.93427811935288 kilojoule / mole	-80.04911565407392 kilojoule / mole	-73.65886668549845 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	5.0 millimolar / second	-39.326148937021344 kilojoule / mole	-39.32623806499636 kilojoule / mole	-22.21140053027533 kilojoule / mole	18.85848836288356 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338458854 kilojoule / mole	-3.4596903646098833 kilojoule / mole	-3.4596903646098833 kilojoule / mole	-2.2770018504954637 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942552 kilojoule / mole	-22.52965572835689 kilojoule / mole	-22.52965572835689 kilojoule / mole	18.67338057234858 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.16223090073327 kilojoule / mole	-0.9526066339877642 kilojoule / mole	-2.8188351432727443 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.607980411792298 kilojoule / mole	27.607980411792298 kilojoule / mole	-9.461555096608494 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.345053421939667 kilojoule / mole	20.345053594210405 kilojoule / mole	3.230216059489371 kilojoule / mole	20.22946976282357 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-50.625303051151974 kilojoule / mole	-50.625303051151974 kilojoule / mole	-27.689012776122322 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	107.50343435644618 kilojoule / mole	107.50343435644618 kilojoule / mole	27.634192517929176 kilojoule / mole	1.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339645 kilojoule / mole	22.274273760536484 kilojoule / mole	22.274273760536484 kilojoule / mole	19.093971227550433 kilojoule / mole	0.0
RXN-8964	C00091 + C00149 = C00042 + C04348	5.0 millimolar / second	-5.964746905089896 kilojoule / mole	-5.939475335129657 kilojoule / mole	-5.939475335129657 kilojoule / mole	-5.482258794263316 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353466503578092 kilojoule / mole	-8.353466503578092 kilojoule / mole	-7.258983962099606 kilojoule / mole	0.0
