reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PROPIONYL-COA-CARBOXY-RXN	C00002 + C00100 + C00288 = C00008 + C00009 + C00080 + C00683	5.0 millimolar / second	-2.7445003681897973 kilojoule / mole	6.046392681613931 kilojoule / mole	6.046392681613931 kilojoule / mole	-20.483355310772218 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	5.0 millimolar / second	-4.927611499417367 kilojoule / mole	-5.2186014631298105 kilojoule / mole	-5.2186014631298105 kilojoule / mole	-31.58389424837795 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652595 kilojoule / mole	19.300533880987153 kilojoule / mole	19.300533880987153 kilojoule / mole	-7.036287713492237 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.376198545738873 kilojoule / mole	-5.376198545738873 kilojoule / mole	-22.47287393794877 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	52.40018678826589 kilojoule / mole	52.40018678826589 kilojoule / mole	-6.494628817501239 kilojoule / mole	0.27795
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.442516750961966 kilojoule / mole	-3.442516750961966 kilojoule / mole	-6.4946288175033455 kilojoule / mole	0.27795
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-49.92243199685161 kilojoule / mole	-67.03726953157265 kilojoule / mole	-39.195623754637275 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	5.0 millimolar / second	-39.326148937021344 kilojoule / mole	-39.47295550760782 kilojoule / mole	-22.358117972886784 kilojoule / mole	-6.494628818147281 kilojoule / mole	0.09265
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338457717 kilojoule / mole	-3.7385796477126876 kilojoule / mole	-3.7385796477126876 kilojoule / mole	-7.205568624254221 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942552 kilojoule / mole	-24.461110490574043 kilojoule / mole	-24.461110490574043 kilojoule / mole	-6.494628818146975 kilojoule / mole	0.09265
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	17.73786499591155 kilojoule / mole	0.6230274611905182 kilojoule / mole	-7.023327766840402 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.34505342193961 kilojoule / mole	18.35849841415721 kilojoule / mole	1.2436608794361792 kilojoule / mole	-6.494628818147865 kilojoule / mole	0.09265
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	16.314536324394947 kilojoule / mole	16.314536324394947 kilojoule / mole	-6.494628818147578 kilojoule / mole	0.09265
RXN-8964	C00091 + C00149 = C00042 + C04348	5.0 millimolar / second	-5.964746905089896 kilojoule / mole	-8.921602175701333 kilojoule / mole	-8.921602175701333 kilojoule / mole	-6.494628820744328 kilojoule / mole	0.0245
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-9.141289410396478 kilojoule / mole	-9.141289410396478 kilojoule / mole	-6.49462882080816 kilojoule / mole	0.0245
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	5.0 millimolar / second	0.15463308194898673 kilojoule / mole	-1.4209948828134196 kilojoule / mole	-1.4209948828134196 kilojoule / mole	-6.494628820808996 kilojoule / mole	0.0245
