reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.784392674933486 kilojoule / mole	-23.669555140212456 kilojoule / mole	-20.612257712534287 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	5.0 millimolar / second	-4.927611499417402 kilojoule / mole	-4.978587674895995 kilojoule / mole	-4.978587674895995 kilojoule / mole	-36.07533861491487 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652595 kilojoule / mole	19.83788452426329 kilojoule / mole	19.83788452426329 kilojoule / mole	12.083150420266369 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.114933690753868 kilojoule / mole	-5.114933690753868 kilojoule / mole	-35.708816361949225 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.44743992217767 kilojoule / mole	3.44743992217767 kilojoule / mole	15.283680273856183 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	61.15521503781897 kilojoule / mole	61.15521503781897 kilojoule / mole	11.757956479954322 kilojoule / mole	0.0
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.4289063179138872 kilojoule / mole	-3.4289063179138872 kilojoule / mole	-1.0361622934876487 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-62.940020011221925 kilojoule / mole	-80.05485754594297 kilojoule / mole	-73.92473422257564 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	5.0 millimolar / second	-39.326148937021344 kilojoule / mole	-39.32623608231147 kilojoule / mole	-22.211398547590434 kilojoule / mole	19.05587044314361 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338458854 kilojoule / mole	-3.461758865498419 kilojoule / mole	-3.461758865498419 kilojoule / mole	-2.541277132131434 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942552 kilojoule / mole	-22.5294621667808 kilojoule / mole	-22.5294621667808 kilojoule / mole	18.819215815914387 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.162229482621267 kilojoule / mole	-0.9526080520997648 kilojoule / mole	-2.857304264694586 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.345053421939667 kilojoule / mole	20.34505740190305 kilojoule / mole	3.2302198671820137 kilojoule / mole	20.735252479937508 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-51.07914987802609 kilojoule / mole	-51.07914987802609 kilojoule / mole	-28.15324226677992 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	108.02446466326491 kilojoule / mole	108.02446466326491 kilojoule / mole	28.155222830814882 kilojoule / mole	1.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	22.274285668135676 kilojoule / mole	22.274285668135676 kilojoule / mole	19.728800407721117 kilojoule / mole	0.0
RXN-8964	C00091 + C00149 = C00042 + C04348	5.0 millimolar / second	-5.964746905089896 kilojoule / mole	-5.940011968269003 kilojoule / mole	-5.940011968269003 kilojoule / mole	-5.492138318041511 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353465509662769 kilojoule / mole	-8.353465509662769 kilojoule / mole	-7.23797430054946 kilojoule / mole	0.0
