reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454694226 kilojoule / mole	-5.603593987586015 kilojoule / mole	11.511243547135019 kilojoule / mole	-15.453028272364465 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	13.006430894249005 kilojoule / mole	13.006430894249005 kilojoule / mole	-15.685571547890452 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652694 kilojoule / mole	18.735878359440964 kilojoule / mole	18.735878359440964 kilojoule / mole	-14.271961881493501 kilojoule / mole	0.13958
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750618 kilojoule / mole	-30.1176606934015 kilojoule / mole	-30.1176606934015 kilojoule / mole	-21.941267340715005 kilojoule / mole	0.0
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	5.0 millimolar / second	19.315639861920175 kilojoule / mole	19.306728738086125 kilojoule / mole	19.306728738086125 kilojoule / mole	-16.532457803422464 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-14.271961885764165 kilojoule / mole	-14.271961885764165 kilojoule / mole	-14.271961884213052 kilojoule / mole	0.03967
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	5.0 millimolar / second	-1.7513499411738849 kilojoule / mole	-0.3272239566473849 kilojoule / mole	-0.3272239566473849 kilojoule / mole	-15.35324845146077 kilojoule / mole	0.0
1.2.7.6-RXN	C00001 + C00118 + 2 C00139 = 3 C00080 + 2 C00138 + C00197	5.0 millimolar / second	-26.098062187153445 kilojoule / mole	-25.91862778250285 kilojoule / mole	-25.91862778250285 kilojoule / mole	-19.301031787169272 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	1.1717004084014373 kilojoule / mole	1.1717004084014373 kilojoule / mole	-15.521209226607708 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.16223184156047 kilojoule / mole	16.302934511732786 kilojoule / mole	-0.8119030229882482 kilojoule / mole	-15.564487294933022 kilojoule / mole	0.0
GAPOXNPHOSPHN-RXN	C00004 + C00080 + C00236 = C00003 + C00009 + C00118	5.0 millimolar / second	-4.602711492658045 kilojoule / mole	-4.610769478353328 kilojoule / mole	-21.725607013074363 kilojoule / mole	-20.092110902503112 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	5.0 millimolar / second	-29.427656131423902 kilojoule / mole	-29.393525785856813 kilojoule / mole	-29.393525785856813 kilojoule / mole	-22.701524644280465 kilojoule / mole	0.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-1.6402353669950847 kilojoule / mole	-1.6402353669950847 kilojoule / mole	-14.271961881334189 kilojoule / mole	0.13958
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263554 kilojoule / mole	-7.920243807633261 kilojoule / mole	-7.920243807633261 kilojoule / mole	-21.007104144800287 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C00091 = C01213	5.0 millimolar / second	8.353466868023588 kilojoule / mole	3.6655757374225795 kilojoule / mole	3.6655757374225795 kilojoule / mole	-14.271961880843122 kilojoule / mole	0.34058
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-9.3897161200811 kilojoule / mole	-9.3897161200811 kilojoule / mole	-14.271961880844977 kilojoule / mole	0.34058
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.51983219263957 kilojoule / mole	10.390752814844255 kilojoule / mole	-6.724084719876778 kilojoule / mole	-15.580397881670766 kilojoule / mole	0.0
