reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PROPIONYL-COA-CARBOXY-RXN	C00002 + C00100 + C00288 = C00008 + C00009 + C00080 + C00683	5.0 millimolar / second	-2.7445003681897973 kilojoule / mole	3.5942494208640614 kilojoule / mole	3.5942494208640614 kilojoule / mole	-29.7046445303545 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454694226 kilojoule / mole	-5.4789973978914785 kilojoule / mole	11.635840136829556 kilojoule / mole	-9.412615399260241 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.81002119165261 kilojoule / mole	19.163923016131 kilojoule / mole	19.163923016131 kilojoule / mole	-8.42251427175398 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.466061863627678 kilojoule / mole	-5.466061863627678 kilojoule / mole	-27.918374452420878 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750618 kilojoule / mole	-37.973530049656176 kilojoule / mole	-37.973530049656176 kilojoule / mole	-32.145815420002194 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	51.82924315086715 kilojoule / mole	51.82924315086715 kilojoule / mole	-6.736271122785823 kilojoule / mole	0.3
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.445331662581878 kilojoule / mole	-3.445331662581878 kilojoule / mole	-6.736271123068065 kilojoule / mole	0.3
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-48.690556311381656 kilojoule / mole	-65.80539384610269 kilojoule / mole	-39.95043995022211 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	5.0 millimolar / second	-39.326148937021145 kilojoule / mole	-39.487817232212706 kilojoule / mole	-22.372979697491672 kilojoule / mole	-6.736271126582856 kilojoule / mole	0.1
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338457717 kilojoule / mole	-3.859775756852522 kilojoule / mole	-3.859775756852522 kilojoule / mole	-10.052579578656054 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942552 kilojoule / mole	-24.59006169257431 kilojoule / mole	-24.59006169257431 kilojoule / mole	-6.736271126445918 kilojoule / mole	0.1
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	1.1933498144934043 kilojoule / mole	1.1933498144934043 kilojoule / mole	-9.392334163792885 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.16223184156047 kilojoule / mole	16.16222796498967 kilojoule / mole	-0.9526095697313658 kilojoule / mole	-12.181941061662396 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.34505342193961 kilojoule / mole	18.220654240023098 kilojoule / mole	1.105816705302065 kilojoule / mole	-6.736271125733374 kilojoule / mole	0.1
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	15.901045980345309 kilojoule / mole	15.901045980345309 kilojoule / mole	-6.73627112634847 kilojoule / mole	0.1
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.183111131228017 kilojoule / mole	-8.87591969807544 kilojoule / mole	-8.87591969807544 kilojoule / mole	-9.722777595830749 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263781 kilojoule / mole	-7.771631031398046 kilojoule / mole	-7.771631031398046 kilojoule / mole	-19.59253771820398 kilojoule / mole	0.0
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.51983219263957 kilojoule / mole	12.572843164849427 kilojoule / mole	-4.541994369871606 kilojoule / mole	-9.627883029730182 kilojoule / mole	0.0
