Reaction ID	Fluxes	Equation(ID)
RXN-8957	5.0	C00011 + C00877 + C00005 --> C18026 + C00006
RXN-18384	5.0	C00894 + C00011 + C00005 --> C01213 + C00006
RXN-16767	-5.0	C00004 <=> C21424
RXN-11454	-5.0	C00028 + C00469 <=> C00084 + C00030
RXN-12957	5.0	C00028 + C00527 <=> C00030 + C02411
RXN-9092	5.0	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	5.0	C00004 + C00080 + C00232 --> C00003 + C00989
RXN-15977	5.0	C00007 + C00100 --> C00894 + C00027
RXN-16774	-5.0	C21424 + C00007 + C00080 <=> C00027 + C00003
GLUTARYL-COA-DEHYDROG-RXN	-5.0	C04253 + C00527 + C00080 <=> ETF__45__Reduced_c + C02411
METHYLMALONYL-COA-MUT-RXN	5.0	C01213 <=> C00091
RXN-16391	5.0	C18026 --> C20238
RXN-8958	5.0	C20238 --> C18324
RXN-8960	-5.0	C06027 <=> C06028 + C00001
RXN-12484	5.0	C00469 + C00006 <=> C00084 + C00005 + C00080
RXN-8890	5.0	C11062 <=> C00877 + C00001
RXN-8959	5.0	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
RXN-8961	5.0	C06027 <=> C00048 + C00100
RXN-8891	5.0	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
