reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PROPIONYL-COA-CARBOXY-RXN	C00002 + C00100 + C00288 = C00008 + C00009 + C00080 + C00683	5.0 millimolar / second	-2.7445003681897973 kilojoule / mole	4.668513282787672 kilojoule / mole	4.668513282787672 kilojoule / mole	-28.114360218760993 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	6.3406066706703905 kilojoule / mole	6.3406066706703905 kilojoule / mole	-23.333297593887746 kilojoule / mole	0.10416
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652694 kilojoule / mole	18.958954550605913 kilojoule / mole	18.958954550605913 kilojoule / mole	-23.333297590774965 kilojoule / mole	0.28233
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-9.033765532666768 kilojoule / mole	-9.033765532666768 kilojoule / mole	-31.002000368893512 kilojoule / mole	0.0
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	5.0 millimolar / second	19.31563986192012 kilojoule / mole	19.343185754929028 kilojoule / mole	19.343185754929028 kilojoule / mole	-23.33329759974738 kilojoule / mole	0.05504
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-19.98598298488282 kilojoule / mole	-19.98598298488282 kilojoule / mole	-23.333297590760456 kilojoule / mole	0.28233
1.2.7.6-RXN	C00001 + C00118 + 2 C00139 = 3 C00080 + 2 C00138 + C00197	5.0 millimolar / second	-26.098062187153445 kilojoule / mole	-18.59274739965041 kilojoule / mole	-18.59274739965041 kilojoule / mole	-23.33329759922177 kilojoule / mole	0.05504
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	10.896377473212436 kilojoule / mole	-6.218460061508598 kilojoule / mole	-23.333297592869815 kilojoule / mole	0.14828
GAPOXNPHOSPHN-RXN	C00004 + C00080 + C00236 = C00003 + C00009 + C00118	5.0 millimolar / second	-4.602711492658045 kilojoule / mole	-4.589331179842481 kilojoule / mole	-21.704168714563515 kilojoule / mole	-23.333297600011146 kilojoule / mole	0.05504
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	5.0 millimolar / second	-29.427656131423873 kilojoule / mole	-29.443107502328846 kilojoule / mole	-29.443107502328846 kilojoule / mole	-23.333297649333645 kilojoule / mole	0.00593
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.183111131228017 kilojoule / mole	-9.646121240304394 kilojoule / mole	-9.646121240304394 kilojoule / mole	-23.33329764889463 kilojoule / mole	0.00593
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263554 kilojoule / mole	-1.2367601074945513 kilojoule / mole	-1.2367601074945513 kilojoule / mole	-23.333297652650106 kilojoule / mole	0.00593
