reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	10.0 millimolar / second	-22.18646711534643 kilojoule / mole	-22.093369456035575 kilojoule / mole	-4.97853192131454 kilojoule / mole	8.483453388968494 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	5.0 millimolar / second	-25.355278707548877 kilojoule / mole	-25.341664583554937 kilojoule / mole	-8.226827048833904 kilojoule / mole	2.576119365065199 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.511096115787515 kilojoule / mole	3.511096115787515 kilojoule / mole	17.448052721898698 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	5.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.822038164117063 kilojoule / mole	3.822038164117063 kilojoule / mole	2.86171350613719 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	5.0 millimolar / second	-8.878981560286043 kilojoule / mole	-8.880427682262951 kilojoule / mole	-8.880427682262951 kilojoule / mole	10.380130559111162 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	5.0 millimolar / second	34.571516194760434 kilojoule / mole	34.142768341832834 kilojoule / mole	34.142768341832834 kilojoule / mole	16.884529371147075 kilojoule / mole	0.0
THREONINE-RACEMASE-RXN	C00820 = C00188	5.0 millimolar / second	-10.045215204066324 kilojoule / mole	-9.712003661071611 kilojoule / mole	-9.712003661071611 kilojoule / mole	-5.854011675794052 kilojoule / mole	0.0
RXN0-6562	C00001 + C03232 = C00009 + C00168	5.0 millimolar / second	-17.216717711750917 kilojoule / mole	-17.214319840735133 kilojoule / mole	-34.32915737545617 kilojoule / mole	-32.726712532282725 kilojoule / mole	0.0
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	5.0 millimolar / second	-2.7069868415694742 kilojoule / mole	-2.7110410025120686 kilojoule / mole	-2.7110410025120686 kilojoule / mole	16.705286013409456 kilojoule / mole	0.0
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	C00065 + C00101 = C00001 + C00037 + C00143	5.0 millimolar / second	-6.75949647425108 kilojoule / mole	-6.782810140448505 kilojoule / mole	-6.782810140448505 kilojoule / mole	2.640150071144654 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	5.0 millimolar / second	-4.52040798250934 kilojoule / mole	-4.506294791242566 kilojoule / mole	-4.506294791242566 kilojoule / mole	-4.016099808269004 kilojoule / mole	0.0
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	C00001 + C00007 + C02721 = C00027 + C00041 + C00067	5.0 millimolar / second	-68.9962422617597 kilojoule / mole	-47.245730271111185 kilojoule / mole	-64.36056780583222 kilojoule / mole	-39.087302902879685 kilojoule / mole	0.0
THREDEHYD-RXN	C00188 = C00014 + C00109	5.0 millimolar / second	-24.0919697192071 kilojoule / mole	-24.00688380717596 kilojoule / mole	-41.12172134189699 kilojoule / mole	-40.53243834468214 kilojoule / mole	0.0
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	C00037 + C00168 = C00048 + C00065	5.0 millimolar / second	4.27561409044354 kilojoule / mole	4.209858954790206 kilojoule / mole	4.209858954790206 kilojoule / mole	-0.30689942320372554 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.60798042125096 kilojoule / mole	27.60798042125096 kilojoule / mole	0.36649459395067624 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	107.50343436292124 kilojoule / mole	107.50343436292124 kilojoule / mole	27.63419253344663 kilojoule / mole	1.0
4.1.2.42-RXN	C00037 + C00084 = C00820	5.0 millimolar / second	0.08155475338753604 kilojoule / mole	-0.25699474095847874 kilojoule / mole	16.857842793762554 kilojoule / mole	17.90214398881797 kilojoule / mole	0.0
PGLYCDEHYDROG-RXN	C00003 + C00197 = C00004 + C00080 + C03232	5.0 millimolar / second	33.927608269133714 kilojoule / mole	33.92120802754366 kilojoule / mole	33.92120802754366 kilojoule / mole	-10.145268297795331 kilojoule / mole	0.0
ACETALD-DEHYDROG-RXN	C00004 + C00024 + C00080 = C00003 + C00010 + C00084	5.0 millimolar / second	17.62287471273561 kilojoule / mole	17.688128319254417 kilojoule / mole	0.573290784533384 kilojoule / mole	21.54519938739663 kilojoule / mole	0.0
