reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454694226 kilojoule / mole	-18.190108565862946 kilojoule / mole	-1.075271031141913 kilojoule / mole	-16.66468426348289 kilojoule / mole	0.0
RXN-13029	C00011 + C00136 = C00080 + C18026	5.0 millimolar / second	13.702958804193713 kilojoule / mole	-0.01088049735060892 kilojoule / mole	17.103957037370424 kilojoule / mole	-7.315171322847994 kilojoule / mole	0.15518
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750647 kilojoule / mole	-38.340843272968485 kilojoule / mole	-38.340843272968485 kilojoule / mole	-56.80691766079529 kilojoule / mole	0.0
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-25.534849128845643 kilojoule / mole	-25.534849128845643 kilojoule / mole	-13.738921748448233 kilojoule / mole	0.0
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	5.0 millimolar / second	-1.7513499411736575 kilojoule / mole	-1.7069328595798408 kilojoule / mole	-1.7069328595798408 kilojoule / mole	-11.435841205846614 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	0.7816134442472271 kilojoule / mole	0.7816134442472271 kilojoule / mole	-7.974822366243876 kilojoule / mole	0.0
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	5.0 millimolar / second	0.38238536041001225 kilojoule / mole	0.38116610970304915 kilojoule / mole	0.38116610970304915 kilojoule / mole	-7.9083099532754755 kilojoule / mole	0.0
RXN-16391	C18026 = C20238	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.315171322854208 kilojoule / mole	0.15518
RXN-8958	C20238 = C18324	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.315171322853981 kilojoule / mole	0.15518
BUTYRYL-COA-DEHYDROGENASE-RXN	C00877 + ETF__45__Reduced = C00080 + C00136 + C04253	5.0 millimolar / second	9.83954537311729 kilojoule / mole	44.30284806146954 kilojoule / mole	44.30284806146954 kilojoule / mole	-7.315171104394565 kilojoule / mole	0.15518
RXN-8960	C00001 + C06028 = C06027	5.0 millimolar / second	3.686969438274673 kilojoule / mole	3.739234610691213 kilojoule / mole	3.739234610691213 kilojoule / mole	-7.315171322881229 kilojoule / mole	0.15518
RXN-8890	C11062 = C00001 + C00877	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-7.315171337512345 kilojoule / mole	-7.315171337512345 kilojoule / mole	-7.315171333976691 kilojoule / mole	0.0689
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-46.28266295628516 kilojoule / mole	-46.28266295628516 kilojoule / mole	-7.315171104394587 kilojoule / mole	0.15518
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.51983219263957 kilojoule / mole	9.220181200134459 kilojoule / mole	-7.894656334586575 kilojoule / mole	-15.999770480191565 kilojoule / mole	0.0
RXN-8961	C06027 = C00048 + C00100	5.0 millimolar / second	15.049597135861177 kilojoule / mole	13.849435329250923 kilojoule / mole	-3.26540220547011 kilojoule / mole	-12.479163211484781 kilojoule / mole	0.0
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	5.0 millimolar / second	11.058348804426089 kilojoule / mole	11.149364958376186 kilojoule / mole	-5.9654725763448475 kilojoule / mole	-8.335516501902045 kilojoule / mole	0.0
