Reaction ID	Fluxes	Equation(ID)
ISOCITDEH-RXN	5.0	C00011 + C00005 + C00026 --> C00006 + C00311
2-OXOBUTYRATE-SYNTHASE-RXN	5.0	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
LACTATE-ALDOLASE-RXN	5.0	C00084 + C00058 --> C00186
HYDGLUTSYN-RXN	5.0	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
H2-METHYLENE-THMPT-DEHYDRO-RXN	-5.0	C00282 + C04330 <=> METHYLENETETRAHYDROMETHANOPTERIN_c + C00080
KETOBUTFORMLY-RXN	5.0	C00010 + C00109 --> C00058 + C00100
HYDROG-RXN	5.0	C00282 + 2.0 C00139 <=> 2.0 C00080 + 2.0 C00138
RXN-14103	5.0	C00016 + C00080 + C02630 <=> C01352 + C00026
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
RXN-9087	5.0	C00894 + C00005 + C00080 --> C00006 + C00100
RXN-14047	-5.0	C00158 <=> C00311
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-5.0	C00149 + C00003 <=> C00004 + C00036 + C00080
RXN-2883-METHYLENETETRAHYDROMETHANOPTERIN/NADP//METHENYLTETRAHYDROMETHANOPTERIN/NADPH.77.	-5.0	METHYLENETETRAHYDROMETHANOPTERIN_c + C00006 <=> C04330 + C00005
RXN-781	5.0	C00827 <=> C00894 + C00001
MALATE--COA-LIGASE-RXN	5.0	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
PROPIONLACT-RXN	5.0	C00186 + C00100 <=> C00827 + C00163
PROPANOATECOA-LIGASE-RXN	5.0	C00002 + C00010 + C00163 <=> C00008 + C00100 + C00009
ATP-CITRATE-PRO-S--LYASE-RXN	5.0	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
ACETALD-DEHYDROG-RXN	-5.0	C00084 + C00010 + C00003 <=> C00024 + C00004 + C00080
