Reaction ID	Fluxes	Equation(ID)
RXN-8457	5.0	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	5.0	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
HYDGLUTSYN-RXN	5.0	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
RXN-14103	5.0	C00016 + C00080 + C02630 <=> C01352 + C00026
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
LACCOA-RXN	5.0	C00256 + C00100 <=> C00827 + C00163
RXN-9087	5.0	C00894 + C00005 + C00080 --> C00006 + C00100
DLACTDEHYDROGNAD-RXN	5.0	C00004 + C00080 + C00022 --> C00256 + C00003
R23-RXN	5.0	C00004 + C05379 + C00080 --> C00003 + C00311
RXN-14047	-5.0	C00158 <=> C00311
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-5.0	C00149 + C00003 <=> C00004 + C00036 + C00080
LACTOYL-COA-DEHYDRATASE-RXN	5.0	C00827 <=> C00894 + C00001
MALATE--COA-LIGASE-RXN	5.0	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
PROPANOATECOA-LIGASE-RXN	5.0	C00002 + C00010 + C00163 <=> C00008 + C00100 + C00009
ATP-CITRATE-PRO-S--LYASE-RXN	5.0	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
