Reaction ID	Fluxes	Equation(ID)
PYRUVATE-DEHYDROGENASE-NADP+-RXN	5.0	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
RXN-9952	5.0	C00011 + C00005 + C00199 --> C00345 + C00006
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	5.0	C05345 + C00009 --> C00227 + C00279 + C00001
PHOSPHOKETOLASE-RXN	5.0	C00009 + C00231 --> C00227 + C00118 + C00001
RXN0-313	-5.0	C05345 <=> C00184 + C00118
PGLUCONDEHYDRAT-RXN	5.0	C00345 --> C00001 + C04442
2PGADEHYDRAT-RXN	-10.0	C00631 <=> C00074 + C00001
PHOSACETYLTRANS-RXN	-10.0	C00024 + C00009 <=> C00227 + C00010
SEDOBISALDOL-RXN	5.0	C00111 + C00279 <=> C00447
PHOSGLYPHOS-RXN	10.0	C00002 + C00197 <=> C00008 + C00236
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	5.0	C00447 + C00001 --> C05382 + C00009
KDPGALDOL-RXN	5.0	C04442 --> C00118 + C00022
1.2.1.13-RXN	10.0	C00236 + C00005 + C00080 --> C00118 + C00006 + C00009
RXN-15513	10.0	C00631 <=> C00197
1TRANSKETO-RXN-D-SEDOHEPTULOSE-7-P/GAP//CPD-15895/XYLULOSE-5-PHOSPHATE.56.	5.0	C05382 + C00118 <=> CPD__45__15895_c + C00231
PEPDEPHOS-RXN	10.0	C00002 + C00022 --> C00008 + C00074 + C00080
TRIOSEPISOMERIZATION-RXN	10.0	C00118 <=> C00111
RXN0-7249	5.0	C00111 + C00001 --> C00184 + C00009
RIB5PISOM-RXN-CPD-15895//RIBULOSE-5P.23.	5.0	CPD__45__15895_c <=> C00199
