reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.510934857724 kilojoule / mole	-32.25475545952522 kilojoule / mole	-32.25475545952522 kilojoule / mole	-31.44039734430585 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	5.0 millimolar / second	34.15490275679191 kilojoule / mole	22.363951676110553 kilojoule / mole	22.363951676110553 kilojoule / mole	-19.22354740513456 kilojoule / mole	0.25
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-15.475613415724718 kilojoule / mole	-15.475613415724718 kilojoule / mole	-38.85633738874874 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	5.0 millimolar / second	-8.878981560285837 kilojoule / mole	-8.818659509691118 kilojoule / mole	-8.818659509691118 kilojoule / mole	-19.223547409385855 kilojoule / mole	0.125
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	5.0 millimolar / second	-2.7069868415694174 kilojoule / mole	-4.164606329063452 kilojoule / mole	-4.164606329063452 kilojoule / mole	-19.223547409438886 kilojoule / mole	0.125
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	11.158248653185794 kilojoule / mole	-5.956588881535239 kilojoule / mole	-19.22354740955702 kilojoule / mole	0.125
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.55821116542461 kilojoule / mole	-29.569398977652437 kilojoule / mole	-29.569398977652437 kilojoule / mole	-30.051853938277024 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.49258990977126 kilojoule / mole	27.49258990977126 kilojoule / mole	-19.223547405359263 kilojoule / mole	0.25
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263326 kilojoule / mole	-1.1536069675892815 kilojoule / mole	-1.1536069675892815 kilojoule / mole	-20.6721618755073 kilojoule / mole	0.0
GLYCINE-DEHYDROGENASE-RXN	C00004 + C00014 + C00048 + C00080 = C00001 + C00003 + C00037	5.0 millimolar / second	-45.01502113453785 kilojoule / mole	-46.29839490106626 kilojoule / mole	-29.18355736634523 kilojoule / mole	-19.223547409389568 kilojoule / mole	0.125
