Reaction ID	Fluxes	Equation(ID)
RXN-18384	5.0	C00894 + C00011 + C00005 --> C01213 + C00006
ACETYL-COA-CARBOXYLTRANSFER-RXN	5.0	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
RXN0-5224	-5.0	C00288 + C00080 <=> C00011 + C00001
RXN-8974	5.0	C00222 + C00005 + C00080 --> C00006 + C01013
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
RXN-14047	-5.0	C00158 <=> C00311
RXN-9086	5.0	C00002 + C00010 + C01013 --> C00020 + C00013 + C05668
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-5.0	C00149 + C00003 <=> C00004 + C00036 + C00080
RXN-8963	-5.0	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
RXN-8964	5.0	C00149 + C00091 <=> C04348 + C00042
RXN-6383	5.0	C05668 <=> C00894 + C00001
METHYLMALONYL-COA-MUT-RXN	5.0	C01213 <=> C00091
ISOCIT-CLEAV-RXN	-5.0	C00311 <=> C00048 + C00042
ATP-CITRATE-PRO-S--LYASE-RXN	5.0	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
