Reaction ID	Fluxes	Equation(ID)
RXN-8457	5.0	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
2-OXOBUTYRATE-SYNTHASE-RXN	5.0	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	5.0	C00024 + C00058 --> C00010 + C00022
HYDGLUTSYN-RXN	5.0	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
PHOSGLYPHOS-RXN	5.0	C00002 + C00197 <=> C00008 + C00236
KETOBUTFORMLY-RXN	5.0	C00010 + C00109 --> C00058 + C00100
1.2.7.6-RXN	5.0	C00118 + 2.0 C00139 + C00001 --> C00197 + 3.0 C00080 + 2.0 C00138
1.2.1.13-RXN	5.0	C00236 + C00005 + C00080 --> C00118 + C00006 + C00009
RXN-14103	5.0	C00016 + C00080 + C02630 <=> C01352 + C00026
RXN-8568	5.0	C00894 + C00004 + C00080 --> C00003 + C00100
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
DLACTDEHYDROGNAD-RXN	5.0	C00004 + C00080 + C00022 --> C00256 + C00003
R23-RXN	5.0	C00004 + C05379 + C00080 --> C00003 + C00311
RXN-14047	-5.0	C00158 <=> C00311
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-5.0	C00149 + C00003 <=> C00004 + C00036 + C00080
LACTOYL-COA-DEHYDRATASE-RXN	5.0	C00827 <=> C00894 + C00001
MALATE--COA-LIGASE-RXN	5.0	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
RXN-15723	5.0	C00024 + C00256 <=> C00033 + C00827
ACETATE--COA-LIGASE-ADP-FORMING-RXN	5.0	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
ATP-CITRATE-PRO-S--LYASE-RXN	5.0	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
