reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.510934857724 kilojoule / mole	-32.66552968525622 kilojoule / mole	-32.66552968525622 kilojoule / mole	-22.465302784673913 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	5.0 millimolar / second	-4.927611499417594 kilojoule / mole	-4.903013902078303 kilojoule / mole	-4.903013902078303 kilojoule / mole	-32.555613659437824 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652595 kilojoule / mole	19.199181891191053 kilojoule / mole	19.199181891191053 kilojoule / mole	-8.280977799271767 kilojoule / mole	0.13748
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-4.7690669821320135 kilojoule / mole	-4.7690669821320135 kilojoule / mole	-25.589668359148874 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-49.44483985697339 kilojoule / mole	-66.55967739169442 kilojoule / mole	-49.69359154239787 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	C00005 + C00014 + C00036 + C00080 = C00001 + C00006 + C00049	5.0 millimolar / second	-39.1955939030197 kilojoule / mole	-39.29128046989717 kilojoule / mole	-22.176442935176134 kilojoule / mole	-15.417344787707368 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338458854 kilojoule / mole	-17.699248601789023 kilojoule / mole	-17.699248601789023 kilojoule / mole	-8.280977799168904 kilojoule / mole	0.13748
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942325 kilojoule / mole	-22.483840095242233 kilojoule / mole	-22.483840095242233 kilojoule / mole	-12.83888087324273 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	7.886808399876919 kilojoule / mole	-9.228029134844114 kilojoule / mole	-8.280977799320333 kilojoule / mole	0.13049
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.558211165424837 kilojoule / mole	-29.573163478235298 kilojoule / mole	-29.573163478235298 kilojoule / mole	-20.602865959465294 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.76251578317792 kilojoule / mole	27.76251578317792 kilojoule / mole	-10.09031087476391 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-8.280977799215709 kilojoule / mole	0.14689
RXN-8965	C00001 + C18323 = C01011	5.0 millimolar / second	-0.3988046682220556 kilojoule / mole	-0.6249861951228024 kilojoule / mole	-0.6249861951228024 kilojoule / mole	-8.280977799216105 kilojoule / mole	0.14689
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.34505342193961 kilojoule / mole	20.34505393449908 kilojoule / mole	3.230216399778047 kilojoule / mole	-10.823962913074826 kilojoule / mole	0.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	22.274275199667734 kilojoule / mole	22.274275199667734 kilojoule / mole	-10.464803387170308 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263554 kilojoule / mole	3.6335850188314627 kilojoule / mole	3.6335850188314627 kilojoule / mole	-14.596390301925359 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	5.0 millimolar / second	7.059838100394472 kilojoule / mole	7.886808377951857 kilojoule / mole	-9.228029156769177 kilojoule / mole	-8.28097781501472 kilojoule / mole	0.00699
RXN-8960	C06027 = C00001 + C06028	5.0 millimolar / second	-3.686969438274673 kilojoule / mole	-3.878966305478046 kilojoule / mole	-3.878966305478046 kilojoule / mole	-8.280977799215755 kilojoule / mole	0.14689
RXN-8961	C00048 + C00100 = C06027	5.0 millimolar / second	-15.049597135861177 kilojoule / mole	-17.210067026228316 kilojoule / mole	-0.0952294915072831 kilojoule / mole	-8.280977799215284 kilojoule / mole	0.14689
