Reaction ID	Fluxes	Equation(ID)
PEPCARBOX-RXN	5.0	C00288 + C00074 --> C00036 + C00009
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	5.0	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	5.0	C00067 + C00101 --> C00143 + C00001
RXN0-5224	-5.0	C00288 + C00080 <=> C00011 + C00001
RXN-16767	-5.0	C00004 <=> C21424
PHOSACETYLTRANS-RXN	-5.0	C00024 + C00009 <=> C00227 + C00010
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	5.0	C00041 + C00109 <=> C02721 + C00022
HOMOSERDEAM-RXN	5.0	C00263 --> C00014 + C00109
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	-5.0	C00049 + C00003 + C00001 <=> C00014 + C00004 + C00036 + C00080
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	5.0	C00441 + C00005 + C00080 --> C00263 + C00006
RXN-7566	5.0	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	5.0	C02721 + C00007 + C00001 --> C00067 + C00027 + C00041
PEPDEPHOS-RXN	5.0	C00002 + C00022 --> C00008 + C00074 + C00080
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-5.0	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
RXN-16774	-5.0	C21424 + C00007 + C00080 <=> C00027 + C00003
ASPARTATEKIN-RXN	5.0	C00002 + C00049 <=> C00008 + C03082
