Reaction ID	Fluxes	Equation(ID)
RXN-8457	5.0	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
RXN-13029	5.0	C00136 + C00011 --> C18026 + C00080
HYDGLUTSYN-RXN	5.0	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
PHOSACETYLTRANS-RXN	-5.0	C00024 + C00009 <=> C00227 + C00010
RXN-9092	5.0	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	5.0	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
RXN-7566	5.0	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
RXN-14103	5.0	C00016 + C00080 + C02630 <=> C01352 + C00026
R23-RXN	5.0	C00004 + C05379 + C00080 --> C00003 + C00311
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	5.0	C00004 + C00080 + C00232 --> C00003 + C00989
RXN-16391	5.0	C18026 --> C20238
RXN-8958	5.0	C20238 --> C18324
GLYCINE-DEHYDROGENASE-RXN	-5.0	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
BUTYRYL-COA-DEHYDROGENASE-RXN	5.0	C00877 + ETF__45__Reduced_c --> C00136 + C04253 + C00080
RXN-8960	-5.0	C06027 <=> C06028 + C00001
RXN-8890	5.0	C11062 <=> C00877 + C00001
RXN-8959	5.0	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
ISOCIT-CLEAV-RXN	5.0	C00311 <=> C00048 + C00042
RXN-8961	5.0	C06027 <=> C00048 + C00100
RXN-8891	5.0	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
