reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-33.54534806148204 kilojoule / mole	-16.430510526761 kilojoule / mole	-22.135456370930136 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	5.0 millimolar / second	34.15490275679191 kilojoule / mole	30.5249295796883 kilojoule / mole	30.5249295796883 kilojoule / mole	-14.849273835979393 kilojoule / mole	0.05545
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.45702536408395 kilojoule / mole	-0.6578121706370834 kilojoule / mole	-14.849273835683775 kilojoule / mole	0.14455
LACCOA-RXN	C00100 + C00256 = C00163 + C00827	5.0 millimolar / second	-12.743669240302523 kilojoule / mole	-12.52527526751522 kilojoule / mole	-12.52527526751522 kilojoule / mole	-14.849273835970799 kilojoule / mole	0.05545
DLACTDEHYDROGNAD-RXN	C00004 + C00022 + C00080 = C00003 + C00256	5.0 millimolar / second	-23.680307830950255 kilojoule / mole	-23.680306120303374 kilojoule / mole	-23.680306120303374 kilojoule / mole	-14.849273835978883 kilojoule / mole	0.05545
RXN-14047	C00311 = C00158	5.0 millimolar / second	-6.843282680861449 kilojoule / mole	-6.9652461781649535 kilojoule / mole	-6.9652461781649535 kilojoule / mole	-14.849273835683995 kilojoule / mole	0.14455
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.558211165425092 kilojoule / mole	-29.482008357176408 kilojoule / mole	-29.482008357176408 kilojoule / mole	-30.340383725421777 kilojoule / mole	0.0
LACTOYL-COA-DEHYDRATASE-RXN	C00827 = C00001 + C00894	5.0 millimolar / second	2.0922651977497964 kilojoule / mole	-0.07866853522768924 kilojoule / mole	-0.07866853522768924 kilojoule / mole	-14.849273835978565 kilojoule / mole	0.05545
RXN-8964	C00091 + C00149 = C00042 + C04348	5.0 millimolar / second	-5.964746905090124 kilojoule / mole	-12.836440119655435 kilojoule / mole	-12.836440119655435 kilojoule / mole	-14.849273835676275 kilojoule / mole	0.14455
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-13.92212218463832 kilojoule / mole	-13.92212218463832 kilojoule / mole	-14.849273835684306 kilojoule / mole	0.14455
PROPANOATECOA-LIGASE-RXN	C00002 + C00010 + C00163 = C00008 + C00009 + C00100	5.0 millimolar / second	11.805902603180975 kilojoule / mole	11.382192987999725 kilojoule / mole	11.382192987999725 kilojoule / mole	-14.84927383597885 kilojoule / mole	0.05545
ISOCIT-CLEAV-RXN	C00042 + C00048 = C00311	5.0 millimolar / second	-9.51983219263957 kilojoule / mole	-11.340019301497332 kilojoule / mole	5.774818233223702 kilojoule / mole	-14.849273835683867 kilojoule / mole	0.14455
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	5.0 millimolar / second	8.551954445347 kilojoule / mole	8.567357748271343 kilojoule / mole	-8.54747978644969 kilojoule / mole	-36.34407476987499 kilojoule / mole	0.0
