reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	5.0 millimolar / second	34.15490275679191 kilojoule / mole	22.32491890081697 kilojoule / mole	22.32491890081697 kilojoule / mole	-21.703891075480772 kilojoule / mole	0.18498
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454693686 kilojoule / mole	-16.84301394218663 kilojoule / mole	0.27182359253440325 kilojoule / mole	-22.375521123470573 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750601 kilojoule / mole	-37.18496635396149 kilojoule / mole	-37.18496635396149 kilojoule / mole	-26.458095334085296 kilojoule / mole	0.0
RXN-15632-L-LACTATE/NADP//PYRUVATE/NADPH/PROTON.38.	C00005 + C00022 + C00080 = C00006 + C00186	5.0 millimolar / second	-26.628100292194517 kilojoule / mole	-26.85024621300977 kilojoule / mole	-26.85024621300977 kilojoule / mole	-21.703891075853633 kilojoule / mole	0.18498
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	-0.8884576402165675 kilojoule / mole	-0.8884576402165675 kilojoule / mole	-22.382629061880287 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.16223184156047 kilojoule / mole	12.525783976705767 kilojoule / mole	-4.589053558015265 kilojoule / mole	-21.703891083216853 kilojoule / mole	0.07512
RXN-9087	C00005 + C00080 + C00894 = C00006 + C00100	5.0 millimolar / second	-60.4243901747991 kilojoule / mole	-58.135881698746076 kilojoule / mole	-58.135881698746076 kilojoule / mole	-49.923333439915744 kilojoule / mole	0.0
RXN-14047	C00311 = C00158	5.0 millimolar / second	-6.843282680861449 kilojoule / mole	-6.835617235055604 kilojoule / mole	-6.835617235055604 kilojoule / mole	-22.34471154244427 kilojoule / mole	0.0
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.55821116542461 kilojoule / mole	-29.550614267148752 kilojoule / mole	-29.550614267148752 kilojoule / mole	-28.3965776032772 kilojoule / mole	0.0
RXN-781	C00827 = C00001 + C00894	5.0 millimolar / second	2.092265197749839 kilojoule / mole	-2.4077899400690983 kilojoule / mole	-2.4077899400690983 kilojoule / mole	-21.703891075723202 kilojoule / mole	0.18498
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263504 kilojoule / mole	-4.191064111621737 kilojoule / mole	-4.191064111621737 kilojoule / mole	-32.96107570394323 kilojoule / mole	0.0
PROPIONLACT-RXN	C00100 + C00186 = C00163 + C00827	5.0 millimolar / second	-9.66532174505707 kilojoule / mole	-9.754972844954262 kilojoule / mole	-9.754972844954262 kilojoule / mole	-21.70389107564929 kilojoule / mole	0.18498
PROPANOATECOA-LIGASE-RXN	C00002 + C00010 + C00163 = C00008 + C00009 + C00100	5.0 millimolar / second	11.805902603181067 kilojoule / mole	10.85765989019848 kilojoule / mole	10.85765989019848 kilojoule / mole	-21.70389107582586 kilojoule / mole	0.18498
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	5.0 millimolar / second	8.551954445347 kilojoule / mole	8.547326383743787 kilojoule / mole	-8.567511150977246 kilojoule / mole	-32.03192092681475 kilojoule / mole	0.0
