Reaction ID	Fluxes	Equation(ID)
RXN-18384	5.0	C00894 + C00011 + C00005 --> C01213 + C00006
GLUTACONYL-COA-DECARBOXYLASE-RXN	5.0	C00011 + C00877 --> C02411 + C00080
RXN-1083	-5.0	C03058 <=> C02411 + C00001
RXN-9092	5.0	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
S-2-METHYLMALATE-DEHYDRATASE-RXN	-5.0	C00815 <=> C01732 + C00001
LACCOA-RXN	5.0	C00256 + C00100 <=> C00827 + C00163
DLACTDEHYDROGNAD-RXN	5.0	C00004 + C00080 + C00022 --> C00256 + C00003
METHYLASPARTATE-MUTASE-RXN	-5.0	C03618 <=> C00025
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	5.0	C00006 + C01087 <=> C00005 + C00080 + C00026
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	5.0	C00004 + C00080 + C00232 --> C00003 + C00989
LACTOYL-COA-DEHYDRATASE-RXN	5.0	C00827 <=> C00894 + C00001
METHYLASPARTATE-AMMONIA-LYASE-RXN	5.0	C03618 <=> C00014 + C01732
GLUTDEHYD-RXN	-5.0	C00025 + C00006 + C00001 <=> C00014 + C00005 + C00080 + C00026
RXN-1082	-5.0	C00024 + C01087 <=> C00033 + C03058
METHYLMALONYL-COA-MUT-RXN	5.0	C01213 <=> C00091
RXN-8890	5.0	C11062 <=> C00877 + C00001
PROPANOATECOA-LIGASE-RXN	5.0	C00002 + C00010 + C00163 <=> C00008 + C00100 + C00009
CITRAMALATE-LYASE-RXN	5.0	C00815 --> C00033 + C00022
RXN-8891	5.0	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
