reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	10.0 millimolar / second	-5.475979454694226 kilojoule / mole	-5.6171719042216575 kilojoule / mole	11.497665630499375 kilojoule / mole	-15.601897262208137 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.81002119165261 kilojoule / mole	18.53998368203369 kilojoule / mole	18.53998368203369 kilojoule / mole	-14.620558110981111 kilojoule / mole	0.14419
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	10.0 millimolar / second	-39.55379493750601 kilojoule / mole	-29.359881166155198 kilojoule / mole	-29.359881166155198 kilojoule / mole	-20.58110756374775 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-61.02640966996347 kilojoule / mole	-78.1412472046845 kilojoule / mole	-60.33576574025619 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	5.0 millimolar / second	-39.326148937021344 kilojoule / mole	-39.27603990964799 kilojoule / mole	-22.161202374926958 kilojoule / mole	-15.996743319936009 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338457717 kilojoule / mole	-14.620558132363925 kilojoule / mole	-14.620558132363925 kilojoule / mole	-14.620558122472062 kilojoule / mole	0.03393
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942552 kilojoule / mole	-22.514000941696594 kilojoule / mole	-22.514000941696594 kilojoule / mole	-25.439829818618705 kilojoule / mole	0.0
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	5.0 millimolar / second	-1.7513499411736575 kilojoule / mole	-0.15454134994223123 kilojoule / mole	-0.15454134994223123 kilojoule / mole	-15.958926640103648 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	10.0 millimolar / second	-0.14907495812690286 kilojoule / mole	1.2846189399203156 kilojoule / mole	1.2846189399203156 kilojoule / mole	-15.624263809806662 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.16223184156047 kilojoule / mole	16.313731667677565 kilojoule / mole	-0.801105867043469 kilojoule / mole	-15.781365179929404 kilojoule / mole	0.0
RXN-14047	C00311 = C00158	5.0 millimolar / second	-6.843282680861449 kilojoule / mole	-6.865602765189717 kilojoule / mole	-6.865602765189717 kilojoule / mole	-16.55709193844307 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	5.0 millimolar / second	-29.427656131423902 kilojoule / mole	-29.388728399978667 kilojoule / mole	-29.388728399978667 kilojoule / mole	-23.77857369311571 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.345053421939667 kilojoule / mole	20.345066970032008 kilojoule / mole	3.2302294353109744 kilojoule / mole	-18.447244069845382 kilojoule / mole	0.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339645 kilojoule / mole	22.274390155323854 kilojoule / mole	22.274390155323854 kilojoule / mole	-15.747535077338378 kilojoule / mole	0.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-2.1415331473243304 kilojoule / mole	-2.1415331473243304 kilojoule / mole	-14.62055811021895 kilojoule / mole	0.14419
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263554 kilojoule / mole	-7.952448166247826 kilojoule / mole	-7.952448166247826 kilojoule / mole	-21.08708876605275 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C00091 = C01213	5.0 millimolar / second	8.353466868023588 kilojoule / mole	3.4296011215555176 kilojoule / mole	3.4296011215555176 kilojoule / mole	-14.62055810988215 kilojoule / mole	0.33885
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-9.850933965680232 kilojoule / mole	-9.850933965680232 kilojoule / mole	-14.620558109955685 kilojoule / mole	0.33885
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.51983219263957 kilojoule / mole	10.498187648837876 kilojoule / mole	-6.616649885883159 kilojoule / mole	-16.324568868155836 kilojoule / mole	0.0
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	5.0 millimolar / second	8.551954445346723 kilojoule / mole	8.597712371796455 kilojoule / mole	-8.517125162924579 kilojoule / mole	-25.186710150729176 kilojoule / mole	0.0
