Reaction ID	Fluxes	Equation(ID)
PYRUVATE-DEHYDROGENASE-NADP+-RXN	5.0	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
ISOCITDEH-RXN	5.0	C00011 + C00005 + C00026 --> C00006 + C00311
HYDGLUTSYN-RXN	5.0	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
RXN-15632-L-LACTATE/NADP//PYRUVATE/NADPH/PROTON.38.	-5.0	C00186 + C00006 <=> C00005 + C00080 + C00022
RXN-14103	5.0	C00016 + C00080 + C02630 <=> C01352 + C00026
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
RXN-9087	5.0	C00894 + C00005 + C00080 --> C00006 + C00100
RXN-14047	-5.0	C00158 <=> C00311
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-5.0	C00149 + C00003 <=> C00004 + C00036 + C00080
RXN-781	5.0	C00827 <=> C00894 + C00001
MALATE--COA-LIGASE-RXN	5.0	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
PROPIONLACT-RXN	5.0	C00186 + C00100 <=> C00827 + C00163
PROPANOATECOA-LIGASE-RXN	5.0	C00002 + C00010 + C00163 <=> C00008 + C00100 + C00009
ATP-CITRATE-PRO-S--LYASE-RXN	5.0	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
