reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8957	C00005 + C00011 + C00877 = C00006 + C18026	5.0 millimolar / second	-39.850515858687686 kilojoule / mole	-38.9212208930702 kilojoule / mole	-21.806383358349166 kilojoule / mole	-12.657563947033774 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	5.0 millimolar / second	-22.18646711534643 kilojoule / mole	-29.39591481640087 kilojoule / mole	-12.281077281679838 kilojoule / mole	-4.676301546187105 kilojoule / mole	0.03448
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	5.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.5967897653041763 kilojoule / mole	3.5967897653041763 kilojoule / mole	-4.676301544553821 kilojoule / mole	0.13793
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	10.0 millimolar / second	-8.878981560286043 kilojoule / mole	-9.000570160556759 kilojoule / mole	-9.000570160556759 kilojoule / mole	-4.676301545100454 kilojoule / mole	0.06897
RXN-12957	C00028 + C00527 = C00030 + C02411	5.0 millimolar / second	-4.271996296595717 kilojoule / mole	-25.042958671427133 kilojoule / mole	-25.042958671427133 kilojoule / mole	-5.354404725509333 kilojoule / mole	0.0
RXN0-6562	C00001 + C03232 = C00009 + C00168	5.0 millimolar / second	-17.216717711750917 kilojoule / mole	-16.217486995940636 kilojoule / mole	-33.332324530661666 kilojoule / mole	-23.08343426845082 kilojoule / mole	0.0
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	10.0 millimolar / second	-2.7069868415694742 kilojoule / mole	-7.041160887961655 kilojoule / mole	-7.041160887961655 kilojoule / mole	-4.676301545100468 kilojoule / mole	0.06897
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	C00065 + C00101 = C00001 + C00037 + C00143	5.0 millimolar / second	-6.75949647425108 kilojoule / mole	-6.54375000457664 kilojoule / mole	-6.54375000457664 kilojoule / mole	-4.676301546194185 kilojoule / mole	0.03448
RXN-15513	C00631 = C00197	5.0 millimolar / second	-4.52040798250934 kilojoule / mole	-4.826529097486897 kilojoule / mole	-4.826529097486897 kilojoule / mole	-4.676301544553749 kilojoule / mole	0.13793
RXN-11667	C01144 = C00001 + C00877	5.0 millimolar / second	3.27591793251122 kilojoule / mole	-0.9059738178370065 kilojoule / mole	-0.9059738178370065 kilojoule / mole	-4.676301545100411 kilojoule / mole	0.06897
SERINE-DEHYDROGENASE-RXN	C00004 + C00014 + C00080 + C00168 = C00001 + C00003 + C00065	5.0 millimolar / second	-40.73940704409381 kilojoule / mole	-41.50206673637224 kilojoule / mole	-24.38722920165121 kilojoule / mole	-4.676301546194324 kilojoule / mole	0.03448
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.61793505250572 kilojoule / mole	27.61793505250572 kilojoule / mole	-4.676301546193833 kilojoule / mole	0.03448
RXN-11662	C00004 + C00080 + C00332 = C00003 + C01144	5.0 millimolar / second	-16.889474845328778 kilojoule / mole	-18.90709674634269 kilojoule / mole	-18.90709674634269 kilojoule / mole	-4.676301545100525 kilojoule / mole	0.06897
RXN-13230	C06028 = C18323	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-4.676301546193303 kilojoule / mole	0.03448
RXN-8965	C00001 + C18323 = C01011	5.0 millimolar / second	-0.3988046682220556 kilojoule / mole	-2.753734127346049 kilojoule / mole	-2.753734127346049 kilojoule / mole	-4.676301546193594 kilojoule / mole	0.03448
GLUTARYL-COA-DEHYDROG-RXN	C02411 + ETF__45__Reduced = C00080 + C00527 + C04253	5.0 millimolar / second	4.271996296595717 kilojoule / mole	31.16850894277878 kilojoule / mole	31.16850894277878 kilojoule / mole	-5.785811005519186 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	5.0 millimolar / second	7.059838100394472 kilojoule / mole	7.024388134813399 kilojoule / mole	-10.090449399907634 kilojoule / mole	-4.676301546193781 kilojoule / mole	0.03448
ACETYL-COA-ACETYLTRANSFER-RXN	2 C00024 = C00010 + C00332	5.0 millimolar / second	24.96121615861489 kilojoule / mole	24.1539827654139 kilojoule / mole	24.1539827654139 kilojoule / mole	-4.676301545053889 kilojoule / mole	0.06897
PGLYCDEHYDROG-RXN	C00003 + C00197 = C00004 + C00080 + C03232	5.0 millimolar / second	33.927608269133714 kilojoule / mole	33.057287854131424 kilojoule / mole	33.057287854131424 kilojoule / mole	-4.6763015445536125 kilojoule / mole	0.13793
RXN-16391	C18026 = C20238	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-5.464234926858166 kilojoule / mole	0.0
RXN-8958	C20238 = C18324	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-5.388266688901065 kilojoule / mole	0.0
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-33.21467520787539 kilojoule / mole	-33.21467520787539 kilojoule / mole	-5.683084382429929 kilojoule / mole	0.0
