reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.780014256084804 kilojoule / mole	-23.665176721363768 kilojoule / mole	-21.354757168159427 kilojoule / mole	0.0
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	5.0 millimolar / second	-14.212150054010465 kilojoule / mole	-13.643022978807059 kilojoule / mole	-13.643022978807059 kilojoule / mole	-70.34557791840682 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.81002119165261 kilojoule / mole	19.840224271000768 kilojoule / mole	19.840224271000768 kilojoule / mole	11.630242535636183 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750647 kilojoule / mole	-39.682919884337764 kilojoule / mole	-39.682919884337764 kilojoule / mole	-65.78120349223303 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.692397219637067 kilojoule / mole	3.692397219637067 kilojoule / mole	13.242002654114803 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-62.918003974026476 kilojoule / mole	-80.03284150874751 kilojoule / mole	-80.84967108940018 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	C00005 + C00014 + C00036 + C00080 = C00001 + C00006 + C00049	5.0 millimolar / second	-39.19559390301998 kilojoule / mole	-39.18139643514246 kilojoule / mole	-22.066558900421427 kilojoule / mole	9.043923619048096 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338457717 kilojoule / mole	-3.4537703542853375 kilojoule / mole	-3.4537703542853375 kilojoule / mole	-3.8076147762435033 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	5.0 millimolar / second	-22.39011686094136 kilojoule / mole	-22.385352373761034 kilojoule / mole	-22.385352373761034 kilojoule / mole	7.01466599386941 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	-0.1026831874407923 kilojoule / mole	-0.1026831874407923 kilojoule / mole	16.993290673394082 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.16223184156047 kilojoule / mole	16.1622315515555 kilojoule / mole	-0.9526059831655347 kilojoule / mole	-4.096835413722475 kilojoule / mole	0.0
R23-RXN	C00004 + C00080 + C05379 = C00003 + C00311	5.0 millimolar / second	-18.759583182588386 kilojoule / mole	-19.249798349151174 kilojoule / mole	-19.249798349151174 kilojoule / mole	17.83699149435365 kilojoule / mole	0.0
RXN-14047	C00311 = C00158	5.0 millimolar / second	-6.843282680861449 kilojoule / mole	-6.838260445466174 kilojoule / mole	-6.838260445466174 kilojoule / mole	-1.9262764520046884 kilojoule / mole	0.0
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.558211165424837 kilojoule / mole	-29.55821696019999 kilojoule / mole	-29.55821696019999 kilojoule / mole	12.656239118575673 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.345053421939667 kilojoule / mole	20.34505508683934 kilojoule / mole	3.2302175521183094 kilojoule / mole	18.81223623125799 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-49.33237790851353 kilojoule / mole	-49.33237790851353 kilojoule / mole	-24.535519586554848 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	106.0191089002329 kilojoule / mole	106.0191089002329 kilojoule / mole	26.14986706634548 kilojoule / mole	1.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	22.274279519236735 kilojoule / mole	22.274279519236735 kilojoule / mole	18.626251414972593 kilojoule / mole	0.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-2.016488263789455 kilojoule / mole	-2.016488263789455 kilojoule / mole	-0.9895670488198327 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263554 kilojoule / mole	-7.670002498876638 kilojoule / mole	-7.670002498876638 kilojoule / mole	-5.952078424663338 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-0.15463257016892895 kilojoule / mole	-0.15463257016892895 kilojoule / mole	0.28954328241319444 kilojoule / mole	0.0
