reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.510934857724 kilojoule / mole	-32.32003040605781 kilojoule / mole	-32.32003040605781 kilojoule / mole	-31.029304696084587 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	15.278728072417424 kilojoule / mole	15.278728072417424 kilojoule / mole	-15.602746598857886 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652694 kilojoule / mole	17.233557860812304 kilojoule / mole	17.233557860812304 kilojoule / mole	-15.390647463019596 kilojoule / mole	0.23028
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-4.709827076871727 kilojoule / mole	-4.709827076871727 kilojoule / mole	-30.4626605858676 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	5.0 millimolar / second	-8.878981560286064 kilojoule / mole	-8.784708405956907 kilojoule / mole	-8.784708405956907 kilojoule / mole	-15.390647463526802 kilojoule / mole	0.12814
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	5.0 millimolar / second	19.315639861920175 kilojoule / mole	19.34231843528716 kilojoule / mole	19.34231843528716 kilojoule / mole	-17.714293917820456 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-15.390647460491744 kilojoule / mole	-15.390647460491744 kilojoule / mole	-15.390647464323083 kilojoule / mole	0.0789
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	5.0 millimolar / second	-2.7069868415694174 kilojoule / mole	-6.1245819819143765 kilojoule / mole	-6.1245819819143765 kilojoule / mole	-15.39064746353356 kilojoule / mole	0.12814
1.2.7.6-RXN	C00001 + C00118 + 2 C00139 = 3 C00080 + 2 C00138 + C00197	5.0 millimolar / second	-26.098062187153445 kilojoule / mole	-26.07714418610461 kilojoule / mole	-26.07714418610461 kilojoule / mole	-20.269403062842635 kilojoule / mole	0.0
1.2.1.13-RXN	C00005 + C00080 + C00236 = C00006 + C00009 + C00118	5.0 millimolar / second	-4.4721564586573095 kilojoule / mole	-4.493077105444323 kilojoule / mole	-21.607914640165358 kilojoule / mole	-20.914761327012528 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	8.705083691023248 kilojoule / mole	-8.409753843697786 kilojoule / mole	-15.390647463927824 kilojoule / mole	0.10214
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.55821116542461 kilojoule / mole	-29.567651953523725 kilojoule / mole	-29.567651953523725 kilojoule / mole	-30.410120294985806 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.3922761796219 kilojoule / mole	27.3922761796219 kilojoule / mole	-15.390647463022109 kilojoule / mole	0.23028
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263554 kilojoule / mole	1.3210637338735012 kilojoule / mole	1.3210637338735012 kilojoule / mole	-18.241992369438414 kilojoule / mole	0.0
GLYCINE-DEHYDROGENASE-RXN	C00004 + C00014 + C00048 + C00080 = C00001 + C00003 + C00037	5.0 millimolar / second	-45.01502113453785 kilojoule / mole	-46.43415745003267 kilojoule / mole	-29.319319915311638 kilojoule / mole	-15.390647463922253 kilojoule / mole	0.10214
