Reaction ID	Fluxes	Equation(ID)
PROPIONYL-COA-CARBOXY-RXN	5.0	C00002 + C00288 + C00100 --> C00008 + C00683 + C00080 + C00009
2-OXOBUTYRATE-SYNTHASE-RXN	5.0	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	5.0	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-5.0	C00288 + C00080 <=> C00011 + C00001
PHOSACETYLTRANS-RXN	-5.0	C00024 + C00009 <=> C00227 + C00010
KETOBUTFORMLY-RXN	5.0	C00010 + C00109 --> C00058 + C00100
HYDROG-RXN	5.0	C00282 + 2.0 C00139 <=> 2.0 C00080 + 2.0 C00138
RXN-7566	5.0	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
1.6.99.5-RXN-NADH/CPD-9849/PROTON//NAD/CPD-18075.36.	5.0	C21527 + C00004 + C00080 --> CPD__45__18075_c + C00003
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
1.12.5.1-RXN-CPD-9849/HYDROGEN-MOLECULE//CPD-18075.38.	-5.0	C21527 + C00282 <=> CPD__45__18075_c
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-5.0	C00149 + C00003 <=> C00004 + C00036 + C00080
2.1.3.1-RXN	5.0	C00683 + C00022 <=> C00036 + C00100
MALATE--COA-LIGASE-RXN	5.0	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
GLYCINE-DEHYDROGENASE-RXN	-5.0	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
