reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	5.0 millimolar / second	-6.819476712687852 kilojoule / mole	-6.541061398353307 kilojoule / mole	-6.541061398353307 kilojoule / mole	-24.36564986616454 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.51093485772401 kilojoule / mole	-32.51696439169457 kilojoule / mole	-32.51696439169457 kilojoule / mole	-21.797674595927877 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.045921289318436 kilojoule / mole	-5.045921289318436 kilojoule / mole	-25.255464515556582 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	5.0 millimolar / second	-23.328358352916467 kilojoule / mole	-23.34570985251871 kilojoule / mole	-23.34570985251871 kilojoule / mole	-15.584968229497788 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.48509335313307 kilojoule / mole	-0.6297441815879623 kilojoule / mole	-12.198053709408665 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.5833233583064 kilojoule / mole	27.646506346927893 kilojoule / mole	27.646506346927893 kilojoule / mole	-13.163438550683837 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	5.0 millimolar / second	-29.4276561314241 kilojoule / mole	-29.461913870105025 kilojoule / mole	-29.461913870105025 kilojoule / mole	-18.071087924197688 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-9.925961268156128 kilojoule / mole	0.3206
RXN-8965	C00001 + C18323 = C01011	5.0 millimolar / second	-0.3988046682220556 kilojoule / mole	-2.5450718026993733 kilojoule / mole	-2.5450718026993733 kilojoule / mole	-9.92596126815634 kilojoule / mole	0.3206
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	5.0 millimolar / second	-60.756130241744586 kilojoule / mole	-55.27984215087926 kilojoule / mole	-55.27984215087926 kilojoule / mole	-29.327776212936755 kilojoule / mole	0.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	5.0 millimolar / second	9.907933190874928 kilojoule / mole	9.755338297808057 kilojoule / mole	-7.359499236912976 kilojoule / mole	-15.071278111688743 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263781 kilojoule / mole	-6.716648931230697 kilojoule / mole	-6.716648931230697 kilojoule / mole	-15.074858752020159 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	5.0 millimolar / second	7.059838100394472 kilojoule / mole	8.804301290391793 kilojoule / mole	-8.31053624432924 kilojoule / mole	-13.248300340613676 kilojoule / mole	0.0
RXN-8960	C06027 = C00001 + C06028	5.0 millimolar / second	-3.686969438274673 kilojoule / mole	-4.413028622636083 kilojoule / mole	-4.413028622636083 kilojoule / mole	-9.92596126815679 kilojoule / mole	0.3206
RXN-8961	C00048 + C00100 = C06027	5.0 millimolar / second	-15.049597135861177 kilojoule / mole	-21.33585296432453 kilojoule / mole	-4.221015429603498 kilojoule / mole	-9.925961270235508 kilojoule / mole	0.03821
