reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454694226 kilojoule / mole	-17.265757870057868 kilojoule / mole	-0.1509203353368367 kilojoule / mole	-5.855866179139211 kilojoule / mole	0.0
RXN-13029	C00011 + C00136 = C00080 + C18026	5.0 millimolar / second	13.702958804193713 kilojoule / mole	0.8510595610619465 kilojoule / mole	17.965897095782978 kilojoule / mole	-5.853999778692402 kilojoule / mole	0.08247
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	5.0 millimolar / second	-8.878981560286043 kilojoule / mole	-8.801236438563281 kilojoule / mole	-8.801236438563281 kilojoule / mole	-5.853999781152553 kilojoule / mole	0.02749
2.8.3.7-RXN	C00042 + C01011 = C00091 + C00815	5.0 millimolar / second	3.433918493149349 kilojoule / mole	1.4135470003479265 kilojoule / mole	1.4135470003479265 kilojoule / mole	-5.853999779123258 kilojoule / mole	0.06092
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-24.255725997275402 kilojoule / mole	-24.255725997275402 kilojoule / mole	-10.784553294433666 kilojoule / mole	0.0
S-2-METHYLMALATE-DEHYDRATASE-RXN	C00815 = C00001 + C01732	5.0 millimolar / second	-1.9867945547152175 kilojoule / mole	-2.484148432355624 kilojoule / mole	-2.484148432355624 kilojoule / mole	-5.853999779112255 kilojoule / mole	0.06092
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	5.0 millimolar / second	-2.7069868415694174 kilojoule / mole	-3.7525827889536205 kilojoule / mole	-3.7525827889536205 kilojoule / mole	-5.853999781161354 kilojoule / mole	0.02749
METHYLASPARTATE-MUTASE-RXN	C03618 = C00025	5.0 millimolar / second	-6.9883666004500355 kilojoule / mole	-5.853999778650186 kilojoule / mole	-5.853999778650186 kilojoule / mole	-5.853999779681507 kilojoule / mole	0.0455
RXN-13230	C06028 = C18323	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-5.853999778701319 kilojoule / mole	0.08247
RXN-8965	C00001 + C18323 = C01011	5.0 millimolar / second	-0.3988046682220556 kilojoule / mole	-0.2708573063443218 kilojoule / mole	-0.2708573063443218 kilojoule / mole	-5.853999778695866 kilojoule / mole	0.08247
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	5.0 millimolar / second	0.38238536041001225 kilojoule / mole	-0.5274178852148886 kilojoule / mole	-0.5274178852148886 kilojoule / mole	-5.853999781156604 kilojoule / mole	0.02749
METHYLASPARTATE-AMMONIA-LYASE-RXN	C00014 + C01732 = C03618	5.0 millimolar / second	-4.48362875057893 kilojoule / mole	-5.081506226138017 kilojoule / mole	12.033331308583016 kilojoule / mole	-5.8539997791225655 kilojoule / mole	0.06092
RXN-16391	C18026 = C20238	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-5.853999778695118 kilojoule / mole	0.08247
RXN-8958	C20238 = C18324	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-5.853999778697563 kilojoule / mole	0.08247
BUTYRYL-COA-DEHYDROGENASE-RXN	C00877 + ETF__45__Reduced = C00080 + C00136 + C04253	5.0 millimolar / second	9.83954537311729 kilojoule / mole	35.415863688978234 kilojoule / mole	35.415863688978234 kilojoule / mole	-5.853999756979523 kilojoule / mole	0.08247
GLYCINE-AMINOTRANSFERASE-RXN	C00025 + C00048 = C00026 + C00037	5.0 millimolar / second	-8.533446590834515 kilojoule / mole	-8.9457628867844 kilojoule / mole	-8.9457628867844 kilojoule / mole	-5.853999781156896 kilojoule / mole	0.02749
RXN-8890	C11062 = C00001 + C00877	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-5.853999782395363 kilojoule / mole	-5.853999782395363 kilojoule / mole	-5.853999780898873 kilojoule / mole	0.0295
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-38.55035999894086 kilojoule / mole	-38.55035999894086 kilojoule / mole	-5.853999756979494 kilojoule / mole	0.08247
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.519832192639555 kilojoule / mole	9.54277713297352 kilojoule / mole	-7.572060401747514 kilojoule / mole	-5.853999781158592 kilojoule / mole	0.02749
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	5.0 millimolar / second	11.058348804426089 kilojoule / mole	10.417703045382389 kilojoule / mole	-6.697134489338644 kilojoule / mole	-5.853999781147714 kilojoule / mole	0.02749
