Reaction ID	Fluxes	Equation(ID)
RXN-8957	5.0	C00011 + C00877 + C00005 --> C18026 + C00006
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	5.0	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
2PGADEHYDRAT-RXN	-5.0	C00631 <=> C00074 + C00001
PHOSACETYLTRANS-RXN	-10.0	C00024 + C00009 <=> C00227 + C00010
RXN-12957	5.0	C00028 + C00527 <=> C00030 + C02411
RXN0-6562	5.0	C00001 + C03232 --> C00168 + C00009
RXN-7566	10.0	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	5.0	C00065 + C00101 <=> C00037 + C00143 + C00001
RXN-15513	5.0	C00631 <=> C00197
RXN-11667	5.0	C01144 <=> C00877 + C00001
SERINE-DEHYDROGENASE-RXN	-5.0	C00003 + C00065 + C00001 <=> C00014 + C00004 + C00168 + C00080
PEPDEPHOS-RXN	5.0	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-11662	-5.0	C00003 + C01144 <=> C00332 + C00004 + C00080
RXN-13230	5.0	C06028 <=> C18323
RXN-8965	5.0	C18323 + C00001 --> C01011
GLUTARYL-COA-DEHYDROG-RXN	-5.0	C04253 + C00527 + C00080 <=> ETF__45__Reduced_c + C02411
CITRAMALYL-COA-LYASE-RXN	5.0	C01011 --> C00024 + C00022
ACETYL-COA-ACETYLTRANSFER-RXN	5.0	2.0 C00024 <=> C00332 + C00010
PGLYCDEHYDROG-RXN	5.0	C00197 + C00003 <=> C00004 + C00080 + C03232
RXN-16391	5.0	C18026 --> C20238
RXN-8958	5.0	C20238 --> C18324
RXN-8959	5.0	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
