reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-43.65291649032862 kilojoule / mole	-26.53807895560759 kilojoule / mole	-33.38173189301583 kilojoule / mole	0.0
GLUTACONYL-COA-DECARBOXYLASE-RXN	C00011 + C00877 = C00080 + C02411	5.0 millimolar / second	16.93297771257653 kilojoule / mole	16.189057517722336 kilojoule / mole	33.303895052443366 kilojoule / mole	-6.630725812346725 kilojoule / mole	0.00851
RXN-1083	C00001 + C02411 = C03058	5.0 millimolar / second	0.4324579689143775 kilojoule / mole	-2.3392823630709554 kilojoule / mole	-2.3392823630709554 kilojoule / mole	-6.630725800599598 kilojoule / mole	0.0622
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-23.07242733744549 kilojoule / mole	-23.07242733744549 kilojoule / mole	-12.857060893801512 kilojoule / mole	0.0
S-2-METHYLMALATE-DEHYDRATASE-RXN	C00001 + C01732 = C00815	5.0 millimolar / second	1.9867945547151749 kilojoule / mole	-5.6245579534578445 kilojoule / mole	-5.6245579534578445 kilojoule / mole	-6.630725799494028 kilojoule / mole	0.17342
LACCOA-RXN	C00100 + C00256 = C00163 + C00827	5.0 millimolar / second	-12.743669240302523 kilojoule / mole	-12.1385843272333 kilojoule / mole	-12.1385843272333 kilojoule / mole	-7.630022609455274 kilojoule / mole	0.0
DLACTDEHYDROGNAD-RXN	C00004 + C00022 + C00080 = C00003 + C00256	5.0 millimolar / second	-23.680307830950255 kilojoule / mole	-23.680306007973662 kilojoule / mole	-23.680306007973662 kilojoule / mole	-7.392308582121057 kilojoule / mole	0.0
METHYLASPARTATE-MUTASE-RXN	C00025 = C03618	5.0 millimolar / second	6.9883666004500355 kilojoule / mole	6.629955693591633 kilojoule / mole	6.629955693591633 kilojoule / mole	-6.63072579950439 kilojoule / mole	0.17342
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	C00006 + C01087 = C00005 + C00026 + C00080	5.0 millimolar / second	27.227525159910357 kilojoule / mole	20.684477164152316 kilojoule / mole	20.684477164152316 kilojoule / mole	-6.6307257995025815 kilojoule / mole	0.17342
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	5.0 millimolar / second	0.3823853604100691 kilojoule / mole	0.36272257544454845 kilojoule / mole	0.36272257544454845 kilojoule / mole	-7.279873512826179 kilojoule / mole	0.0
LACTOYL-COA-DEHYDRATASE-RXN	C00827 = C00001 + C00894	5.0 millimolar / second	2.092265197749839 kilojoule / mole	5.216856923277352 kilojoule / mole	5.216856923277352 kilojoule / mole	-7.60948118922524 kilojoule / mole	0.0
METHYLASPARTATE-AMMONIA-LYASE-RXN	C03618 = C00014 + C01732	5.0 millimolar / second	4.48362875057893 kilojoule / mole	4.304380885004078 kilojoule / mole	-12.810456649716954 kilojoule / mole	-6.630725799509489 kilojoule / mole	0.17342
GLUTDEHYD-RXN	C00005 + C00014 + C00026 + C00080 = C00001 + C00006 + C00025	5.0 millimolar / second	-36.35101950970201 kilojoule / mole	-36.32810140863804 kilojoule / mole	-19.213263873917004 kilojoule / mole	-6.6307257995048285 kilojoule / mole	0.17342
RXN-1082	C00033 + C03058 = C00024 + C01087	5.0 millimolar / second	3.852043659277342 kilojoule / mole	11.897614137280417 kilojoule / mole	11.897614137280417 kilojoule / mole	-6.630725800581235 kilojoule / mole	0.0622
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.763712400501833 kilojoule / mole	-8.763712400501833 kilojoule / mole	-8.448712864764923 kilojoule / mole	0.0
RXN-8890	C11062 = C00001 + C00877	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-9.923525521464121 kilojoule / mole	-9.923525521464121 kilojoule / mole	-8.125182630246467 kilojoule / mole	0.0
PROPANOATECOA-LIGASE-RXN	C00002 + C00010 + C00163 = C00008 + C00009 + C00100	5.0 millimolar / second	11.805902603180975 kilojoule / mole	12.296847340678319 kilojoule / mole	12.296847340678319 kilojoule / mole	-7.691612874759912 kilojoule / mole	0.0
CITRAMALATE-LYASE-RXN	C00815 = C00022 + C00033	5.0 millimolar / second	-2.8760864197276987 kilojoule / mole	4.316992115203611 kilojoule / mole	-12.797845419517422 kilojoule / mole	-6.822036835638967 kilojoule / mole	0.0
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	5.0 millimolar / second	11.058348804426032 kilojoule / mole	8.790949262837977 kilojoule / mole	-8.323888271883057 kilojoule / mole	-7.514401482997634 kilojoule / mole	0.0
