reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	10.0 millimolar / second	-22.18646711534643 kilojoule / mole	-22.093370875136394 kilojoule / mole	-4.97853334041536 kilojoule / mole	-3.1766966015726266 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	5.0 millimolar / second	-25.355278707548877 kilojoule / mole	-25.341664523738416 kilojoule / mole	-8.22682698901738 kilojoule / mole	0.7520124559888695 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.5110963629190195 kilojoule / mole	3.5110963629190195 kilojoule / mole	23.85628271207391 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	5.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.822038127687232 kilojoule / mole	3.822038127687232 kilojoule / mole	2.6401312607027516 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	10.0 millimolar / second	-8.878981560286043 kilojoule / mole	-8.880427684775272 kilojoule / mole	-8.880427684775272 kilojoule / mole	9.111190039805953 kilojoule / mole	0.0
L-AMINO-ACID-DEHYDROGENASE-RXN-CPD-298/NAD/WATER//2-OXOBUTANOATE/AMMONIUM/NADH/PROTON.55.	C00004 + C00014 + C00080 + C00109 = C00001 + C00003 + C02721	5.0 millimolar / second	-2.08905385281264 kilojoule / mole	-2.52016641724566 kilojoule / mole	14.594671117475373 kilojoule / mole	26.412001318631965 kilojoule / mole	0.0
THREONINE-RACEMASE-RXN	C00820 = C00188	5.0 millimolar / second	-10.045215204066324 kilojoule / mole	-9.712009662404647 kilojoule / mole	-9.712009662404647 kilojoule / mole	-6.399602797231048 kilojoule / mole	0.0
RXN0-6562	C00001 + C03232 = C00009 + C00168	5.0 millimolar / second	-17.216717711750917 kilojoule / mole	-17.214319988818062 kilojoule / mole	-34.329157523539095 kilojoule / mole	-32.31616545110122 kilojoule / mole	0.0
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	10.0 millimolar / second	-2.7069868415694742 kilojoule / mole	-2.71104186623039 kilojoule / mole	-2.71104186623039 kilojoule / mole	19.257585450082146 kilojoule / mole	0.0
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	C00065 + C00101 = C00001 + C00037 + C00143	5.0 millimolar / second	-6.75949647425108 kilojoule / mole	-6.782809665744184 kilojoule / mole	-6.782809665744184 kilojoule / mole	1.8719286665351582 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	5.0 millimolar / second	-4.52040798250934 kilojoule / mole	-4.506294829894009 kilojoule / mole	-4.506294829894009 kilojoule / mole	-3.831369238284866 kilojoule / mole	0.0
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	C00001 + C00007 + C02721 = C00027 + C00041 + C00067	5.0 millimolar / second	-68.99624226175968 kilojoule / mole	-47.245785202046456 kilojoule / mole	-64.36062273676748 kilojoule / mole	-37.76280434088676 kilojoule / mole	0.0
THREDEHYD-RXN	C00188 = C00014 + C00109	5.0 millimolar / second	-24.0919697192071 kilojoule / mole	-24.006915828694975 kilojoule / mole	-41.121753363416005 kilojoule / mole	-25.989930180016305 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.607980358313377 kilojoule / mole	27.607980358313377 kilojoule / mole	-3.407632039616731 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	107.50343429231694 kilojoule / mole	107.50343429231694 kilojoule / mole	27.634192409779075 kilojoule / mole	1.0
4.1.2.42-RXN	C00037 + C00084 = C00820	5.0 millimolar / second	0.08155475338753604 kilojoule / mole	-0.25698866517383756 kilojoule / mole	16.857848869547198 kilojoule / mole	16.100425210151784 kilojoule / mole	0.0
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN	C00041 + C00168 = C00022 + C00065	5.0 millimolar / second	-4.078836996520849 kilojoule / mole	-4.085607682380817 kilojoule / mole	-4.085607682380817 kilojoule / mole	-3.818007867487747 kilojoule / mole	0.0
PGLYCDEHYDROG-RXN	C00003 + C00197 = C00004 + C00080 + C03232	5.0 millimolar / second	33.927608269133714 kilojoule / mole	33.9212082466106 kilojoule / mole	33.9212082466106 kilojoule / mole	-4.04725680005193 kilojoule / mole	0.0
ACETALD-DEHYDROG-RXN	C00004 + C00024 + C00080 = C00003 + C00010 + C00084	5.0 millimolar / second	17.62287471273561 kilojoule / mole	17.68812748563993 kilojoule / mole	0.5732899509188971 kilojoule / mole	18.87453050720156 kilojoule / mole	0.0
