reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	10.0 millimolar / second	34.15490275679191 kilojoule / mole	34.84133997940338 kilojoule / mole	34.84133997940338 kilojoule / mole	-11.35931758868751 kilojoule / mole	0.0
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	C00009 + C05345 = C00001 + C00227 + C00279	5.0 millimolar / second	-52.98072247300932 kilojoule / mole	-53.11642237769978 kilojoule / mole	-53.11642237769978 kilojoule / mole	-18.472692097076525 kilojoule / mole	0.0
PHOSPHOKETOLASE-RXN	C00009 + C00231 = C00001 + C00118 + C00227	10.0 millimolar / second	-58.82451517174445 kilojoule / mole	-58.96097807046231 kilojoule / mole	-58.96097807046231 kilojoule / mole	-22.3543247262067 kilojoule / mole	0.0
RXN0-313	C00118 + C00184 = C05345	5.0 millimolar / second	-15.852890804659467 kilojoule / mole	-15.406847803045823 kilojoule / mole	1.7079897316752102 kilojoule / mole	-13.503010663418795 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	10.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.1044803912203367 kilojoule / mole	3.1044803912203367 kilojoule / mole	-10.107876102542496 kilojoule / mole	0.33333
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	15.0 millimolar / second	-8.878981560286007 kilojoule / mole	-8.870238567915843 kilojoule / mole	-8.870238567915843 kilojoule / mole	-12.025764949451473 kilojoule / mole	0.0
SEDOBISALDOL-RXN	C00111 + C00279 = C00447	5.0 millimolar / second	-20.836227629645975 kilojoule / mole	-20.570309119826895 kilojoule / mole	-3.4554715851058635 kilojoule / mole	-12.73390607144671 kilojoule / mole	0.0
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	10.0 millimolar / second	19.315639861920175 kilojoule / mole	17.736472979366756 kilojoule / mole	17.736472979366756 kilojoule / mole	-10.10787610261815 kilojoule / mole	0.33333
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	C00001 + C00447 = C00009 + C05382	5.0 millimolar / second	-13.452103100370095 kilojoule / mole	-13.33709303995703 kilojoule / mole	-30.451930574678062 kilojoule / mole	-29.252348241595204 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	10.0 millimolar / second	-4.52040798250934 kilojoule / mole	-5.525014920360575 kilojoule / mole	-5.525014920360575 kilojoule / mole	-10.10787610255063 kilojoule / mole	0.33333
1TRANSKETO-RXN	C00118 + C05382 = C00231 + C03736	5.0 millimolar / second	1.5468319202464045 kilojoule / mole	1.6826510596583177 kilojoule / mole	1.6826510596583177 kilojoule / mole	-12.86956937090383 kilojoule / mole	0.0
GAPOXNPHOSPHN-RXN	C00004 + C00080 + C00236 = C00003 + C00009 + C00118	10.0 millimolar / second	-4.6027114926585 kilojoule / mole	-3.5629849954848236 kilojoule / mole	-20.677822530205855 kilojoule / mole	-11.512818049952157 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	10.0 millimolar / second	27.583323358306416 kilojoule / mole	27.814892641147395 kilojoule / mole	27.814892641147395 kilojoule / mole	-11.328230966853297 kilojoule / mole	0.0
TRIOSEPISOMERIZATION-RXN	C00118 = C00111	10.0 millimolar / second	-5.575349871345168 kilojoule / mole	-5.313324683394105 kilojoule / mole	-5.313324683394105 kilojoule / mole	-13.004744654244607 kilojoule / mole	0.0
RIBULP3EPIM-RXN	C00199 = C00231	5.0 millimolar / second	-3.388013622025369 kilojoule / mole	-3.445570087516191 kilojoule / mole	-3.445570087516191 kilojoule / mole	-10.526131713256852 kilojoule / mole	0.0
RXN0-7249	C00001 + C00111 = C00009 + C00184	5.0 millimolar / second	-14.958153538137253 kilojoule / mole	-14.98805383531425 kilojoule / mole	-32.10289137003528 kilojoule / mole	-38.19587120275232 kilojoule / mole	0.0
RIB5PISOM-RXN	C03736 = C00199	5.0 millimolar / second	4.411734998458314 kilojoule / mole	4.360660537050483 kilojoule / mole	4.360660537050483 kilojoule / mole	-10.503634067736092 kilojoule / mole	0.0
