reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	5.0 millimolar / second	-22.18646711534643 kilojoule / mole	-30.79124042859992 kilojoule / mole	-13.676402893878885 kilojoule / mole	-18.983901446811686 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	-7.631672764996603 kilojoule / mole	-7.631672764996603 kilojoule / mole	-8.444838971725947 kilojoule / mole	0.11636
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	C00002 + C00058 + C00101 = C00008 + C00009 + C00234	5.0 millimolar / second	-2.6749541579215474 kilojoule / mole	-0.7948408852269295 kilojoule / mole	-0.7948408852269295 kilojoule / mole	-11.25126505849835 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	5.0 millimolar / second	-8.87898156028632 kilojoule / mole	-8.909061987822156 kilojoule / mole	-8.909061987822156 kilojoule / mole	-16.947479904881654 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-4.41139163401932 kilojoule / mole	-4.41139163401932 kilojoule / mole	-8.444838971849347 kilojoule / mole	0.11636
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	C00080 + C00234 = C00001 + C00445	5.0 millimolar / second	4.698385017943565 kilojoule / mole	2.9650527181542374 kilojoule / mole	2.9650527181542374 kilojoule / mole	-8.444838965570984 kilojoule / mole	0.24927
HYDROG-RXN	2 C00139 + C00282 = 2 C00080 + 2 C00138	5.0 millimolar / second	-19.5963599999833 kilojoule / mole	-13.291452523426484 kilojoule / mole	3.8233850112945493 kilojoule / mole	-8.444838972031002 kilojoule / mole	0.11636
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	5.0 millimolar / second	-2.706986841569389 kilojoule / mole	-2.6802986069077166 kilojoule / mole	-2.6802986069077166 kilojoule / mole	-13.157072626318351 kilojoule / mole	0.0
1.6.99.5-RXN-NADH/CPD-9723/PROTON//NAD/CPD-12128.36.	C00004 + C00080 + CPD-9723 = C00003 + CPD__45__12128	5.0 millimolar / second	-5040.498754496429 kilojoule / mole	-19.84494829336745 kilojoule / mole	-19.84494829336745 kilojoule / mole	-8.44483888679224 kilojoule / mole	0.20082
1.12.5.1-RXN-CPD-9723/HYDROGEN-MOLECULE//CPD-12128.38.	CPD__45__12128 = C00282 + CPD-9723	5.0 millimolar / second	5076.075179426425 kilojoule / mole	48.59483725919381 kilojoule / mole	31.47999972447269 kilojoule / mole	-8.44483888679133 kilojoule / mole	0.20082
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	C00005 + C00445 = C00006 + C00143	5.0 millimolar / second	-8.773132576010084 kilojoule / mole	-8.168842908259279 kilojoule / mole	-8.168842908259279 kilojoule / mole	-14.005302433077395 kilojoule / mole	0.0
