Reaction ID	Fluxes	Equation(ID)
ISOCITDEH-RXN	5.0	C00011 + C00005 + C00026 --> C00006 + C00311
RXN-13029	5.0	C00136 + C00011 --> C18026 + C00080
PHOSACETYLTRANS-RXN	-5.0	C00024 + C00009 <=> C00227 + C00010
2.8.3.7-RXN	-5.0	C00091 + C00815 <=> C01011 + C00042
RXN-9092	5.0	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
S-2-METHYLMALATE-DEHYDRATASE-RXN	5.0	C00815 <=> C01732 + C00001
RXN-7566	5.0	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
METHYLASPARTATE-MUTASE-RXN	5.0	C03618 <=> C00025
RXN-13230	5.0	C06028 <=> C18323
RXN-8965	5.0	C18323 + C00001 --> C01011
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	5.0	C00004 + C00080 + C00232 --> C00003 + C00989
METHYLASPARTATE-AMMONIA-LYASE-RXN	-5.0	C03618 <=> C00014 + C01732
RXN-16391	5.0	C18026 --> C20238
RXN-8958	5.0	C20238 --> C18324
BUTYRYL-COA-DEHYDROGENASE-RXN	5.0	C00877 + ETF__45__Reduced_c --> C00136 + C04253 + C00080
GLYCINE-AMINOTRANSFERASE-RXN	-5.0	C00037 + C00026 <=> C00025 + C00048
RXN-8890	5.0	C11062 <=> C00877 + C00001
RXN-8959	5.0	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
ISOCIT-CLEAV-RXN	5.0	C00311 <=> C00048 + C00042
RXN-8891	5.0	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
