reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-9952	C00005 + C00011 + C00199 = C00006 + C00345	10.0 millimolar / second	-10.331992091051688 kilojoule / mole	-10.89665374680068 kilojoule / mole	6.218183787920352 kilojoule / mole	-12.580025503414674 kilojoule / mole	0.0
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	C00009 + C05345 = C00001 + C00227 + C00279	5.0 millimolar / second	-52.98072247300932 kilojoule / mole	-53.11959042061551 kilojoule / mole	-53.11959042061551 kilojoule / mole	-25.18713880859388 kilojoule / mole	0.0
RXN0-313	C00118 + C00184 = C05345	5.0 millimolar / second	-15.852890804659467 kilojoule / mole	-15.396499473766623 kilojoule / mole	1.718338060954411 kilojoule / mole	-16.233378359505362 kilojoule / mole	0.0
PGLUCONDEHYDRAT-RXN	C00345 = C00001 + C04442	10.0 millimolar / second	-42.84480469840929 kilojoule / mole	-41.76743295345996 kilojoule / mole	-41.76743295345996 kilojoule / mole	-21.070712484074175 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	10.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.088253121286794 kilojoule / mole	3.088253121286794 kilojoule / mole	-10.133070473870006 kilojoule / mole	0.33333
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	5.0 millimolar / second	-8.87898156028632 kilojoule / mole	-8.87003704557676 kilojoule / mole	-8.87003704557676 kilojoule / mole	-21.09468101848032 kilojoule / mole	0.0
SEDOBISALDOL-RXN	C00111 + C00279 = C00447	5.0 millimolar / second	-20.836227629645975 kilojoule / mole	-20.56410856653116 kilojoule / mole	-3.4492710318101274 kilojoule / mole	-13.021600162789618 kilojoule / mole	0.0
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	10.0 millimolar / second	19.315639861920175 kilojoule / mole	17.70019501445822 kilojoule / mole	17.70019501445822 kilojoule / mole	-10.13307047387193 kilojoule / mole	0.33333
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	C00001 + C00447 = C00009 + C05382	5.0 millimolar / second	-13.452103100370095 kilojoule / mole	-13.3345209576858 kilojoule / mole	-30.449358492406834 kilojoule / mole	-26.872896197482408 kilojoule / mole	0.0
KDPGALDOL-RXN	C04442 = C00022 + C00118	10.0 millimolar / second	16.240189192196922 kilojoule / mole	16.24021752011442 kilojoule / mole	-0.8746200146066134 kilojoule / mole	-10.352603265714333 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	10.0 millimolar / second	-4.52040798250934 kilojoule / mole	-5.548092803005024 kilojoule / mole	-5.548092803005024 kilojoule / mole	-10.13307047387029 kilojoule / mole	0.33333
1TRANSKETO-RXN-D-SEDOHEPTULOSE-7-P/GAP//CPD-16551/XYLULOSE-5-PHOSPHATE.56.	C00118 + C05382 = C00231 + CPD__45__16551	5.0 millimolar / second	1238.5511229463555 kilojoule / mole	18.697126618241782 kilojoule / mole	18.697126618241782 kilojoule / mole	-10.138445192576 kilojoule / mole	0.0
GAPOXNPHOSPHN-RXN	C00004 + C00080 + C00236 = C00003 + C00009 + C00118	10.0 millimolar / second	-4.6027114926585 kilojoule / mole	-3.5391002103270535 kilojoule / mole	-20.653937745048086 kilojoule / mole	-10.367198866544037 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	10.0 millimolar / second	27.5833233583064 kilojoule / mole	27.820213119433 kilojoule / mole	27.820213119433 kilojoule / mole	-10.402573001729131 kilojoule / mole	0.0
TRIOSEPISOMERIZATION-RXN	C00118 = C00111	10.0 millimolar / second	-5.575349871345168 kilojoule / mole	-5.307297071170537 kilojoule / mole	-5.307297071170537 kilojoule / mole	-15.927720136211837 kilojoule / mole	0.0
RIBULP3EPIM-RXN	C00231 = C00199	5.0 millimolar / second	3.388013622025369 kilojoule / mole	3.446901381180041 kilojoule / mole	3.446901381180041 kilojoule / mole	-10.16681788507383 kilojoule / mole	0.0
RXN0-7249	C00001 + C00111 = C00009 + C00184	5.0 millimolar / second	-14.958153538137253 kilojoule / mole	-14.988774740592593 kilojoule / mole	-32.10361227531362 kilojoule / mole	-40.797042698064644 kilojoule / mole	0.0
RIB5PISOM-RXN-CPD-16551//RIBULOSE-5P.23.	CPD__45__16551 = C00199	5.0 millimolar / second	-1232.592556027651 kilojoule / mole	-12.65195754887327 kilojoule / mole	-12.65195754887327 kilojoule / mole	-13.447129053575281 kilojoule / mole	0.0
