Reaction ID	Fluxes	Equation(ID)
PEPCARBOX-RXN	5.0	C00288 + C00074 --> C00036 + C00009
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	5.0	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
RXN0-5224	-5.0	C00288 + C00080 <=> C00011 + C00001
FUMARATE-REDUCTASE-NADH-RXN	-5.0	C00003 + C00042 <=> C00122 + C00004 + C00080
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	5.0	C00149 <=> C00122 + C00001
S-2-METHYLMALATE-DEHYDRATASE-RXN	-5.0	C00815 <=> C01732 + C00001
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	5.0	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
METHYLASPARTATE-MUTASE-RXN	-5.0	C03618 <=> C00025
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-5.0	C00149 + C00003 <=> C00004 + C00036 + C00080
PEPDEPHOS-RXN	5.0	C00002 + C00022 --> C00008 + C00074 + C00080
METHYLASPARTATE-AMMONIA-LYASE-RXN	5.0	C03618 <=> C00014 + C01732
GLUTAMATE-DEHYDROGENASE-RXN	-5.0	C00025 + C00003 + C00001 <=> C00014 + C00004 + C00080 + C00026
ACETATE--COA-LIGASE-ADP-FORMING-RXN	5.0	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
CITRAMALATE-LYASE-RXN	5.0	C00815 --> C00033 + C00022
