Reaction ID	Fluxes	Equation(ID)
PROPIONYL-COA-CARBOXY-RXN	5.0	C00002 + C00288 + C00100 --> C00008 + C00683 + C00080 + C00009
PYRUVATE-CARBOXYLASE-RXN	5.0	C00002 + C00288 + C00022 --> C00008 + C00036 + C00080 + C00009
PYRUVFORMLY-RXN	5.0	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-10.0	C00288 + C00080 <=> C00011 + C00001
HOMOSERDEAM-RXN	5.0	C00263 --> C00014 + C00109
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	-5.0	C00049 + C00003 + C00001 <=> C00014 + C00004 + C00036 + C00080
KETOBUTFORMLY-RXN	5.0	C00010 + C00109 --> C00058 + C00100
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	5.0	C00441 + C00005 + C00080 --> C00263 + C00006
MALYL-COA-LYASE-RXN	5.0	C04348 <=> C00024 + C00048
RXN-14047	-5.0	C00158 <=> C00311
MALATE-DEHYDROGENASE-NADP+-RXN	5.0	C00005 + C00036 + C00080 --> C00149 + C00006
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-5.0	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
ASPARTATEKIN-RXN	5.0	C00002 + C00049 <=> C00008 + C03082
RXN-8964	5.0	C00149 + C00091 <=> C04348 + C00042
METHYLMALONYL-COA-MUT-RXN	5.0	C01213 <=> C00091
METHYLMALONYL-COA-EPIM-RXN	-5.0	C01213 <=> C00683
ISOCIT-CLEAV-RXN	-5.0	C00311 <=> C00048 + C00042
ATP-CITRATE-PRO-S--LYASE-RXN	5.0	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
