reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	5.0 millimolar / second	-4.927611499417402 kilojoule / mole	-4.946662691758876 kilojoule / mole	-4.946662691758876 kilojoule / mole	-44.59311176937808 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454694226 kilojoule / mole	-11.300882261132497 kilojoule / mole	5.813955273588537 kilojoule / mole	-23.257454635251936 kilojoule / mole	0.1048
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652595 kilojoule / mole	19.270059274449608 kilojoule / mole	19.270059274449608 kilojoule / mole	-23.257454633913497 kilojoule / mole	0.16373
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-11.004199560660814 kilojoule / mole	-11.004199560660814 kilojoule / mole	-36.2088990620258 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750647 kilojoule / mole	-35.61177134158541 kilojoule / mole	-35.61177134158541 kilojoule / mole	-23.257454638079118 kilojoule / mole	0.06953
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-47.94432907481061 kilojoule / mole	-65.05916660953164 kilojoule / mole	-42.8776805887747 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	C00005 + C00014 + C00036 + C00080 = C00001 + C00006 + C00049	5.0 millimolar / second	-39.19559390302015 kilojoule / mole	-39.39277006300442 kilojoule / mole	-22.27793252828339 kilojoule / mole	-23.25745463951974 kilojoule / mole	0.05535
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338457717 kilojoule / mole	-20.370370942808865 kilojoule / mole	-20.370370942808865 kilojoule / mole	-23.257454633713216 kilojoule / mole	0.16373
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	5.0 millimolar / second	-22.39011686094136 kilojoule / mole	-22.42849461507085 kilojoule / mole	-22.42849461507085 kilojoule / mole	-28.597984027195505 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	-5.973132541127271 kilojoule / mole	-5.973132541127271 kilojoule / mole	-23.257454635214234 kilojoule / mole	0.1048
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.16223184156047 kilojoule / mole	11.1971895712683 kilojoule / mole	-5.917647963452733 kilojoule / mole	-23.25745463561749 kilojoule / mole	0.1013
RXN-14047	C00311 = C00158	5.0 millimolar / second	-6.843282680861449 kilojoule / mole	-6.85878237902238 kilojoule / mole	-6.85878237902238 kilojoule / mole	-23.257454635395302 kilojoule / mole	0.1048
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.55821116542461 kilojoule / mole	-29.56487180206254 kilojoule / mole	-29.56487180206254 kilojoule / mole	-23.257454685441164 kilojoule / mole	0.00709
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.34505342193961 kilojoule / mole	20.345059177000493 kilojoule / mole	3.230221642279461 kilojoule / mole	-24.191666653820192 kilojoule / mole	0.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	19.305845694179087 kilojoule / mole	19.305845694179087 kilojoule / mole	-23.257454639186147 kilojoule / mole	0.05535
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	5.0 millimolar / second	-7.716096846263554 kilojoule / mole	-0.9875193955794996 kilojoule / mole	-0.9875193955794996 kilojoule / mole	-23.25745468522141 kilojoule / mole	0.00709
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	5.0 millimolar / second	8.551954445346666 kilojoule / mole	8.533413072448388 kilojoule / mole	-8.581424462272645 kilojoule / mole	-23.257454638317004 kilojoule / mole	0.06244
