reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	5.0 millimolar / second	-14.212150054010465 kilojoule / mole	-22.953707607326614 kilojoule / mole	-22.953707607326614 kilojoule / mole	-52.98154441579138 kilojoule / mole	0.0
GLUTACONYL-COA-DECARBOXYLASE-RXN	C00011 + C00877 = C00080 + C02411	5.0 millimolar / second	16.93297771257653 kilojoule / mole	2.977599216421936 kilojoule / mole	20.09243675114297 kilojoule / mole	-8.759462776284726 kilojoule / mole	0.11496
KETOGLUTREDUCT-RXN	C00003 + C01087 = C00004 + C00026 + C00080	5.0 millimolar / second	27.358080193911746 kilojoule / mole	26.002337921958564 kilojoule / mole	26.002337921958564 kilojoule / mole	-8.759462776273956 kilojoule / mole	0.14144
RXN-1083	C00001 + C02411 = C03058	5.0 millimolar / second	0.4324579689143775 kilojoule / mole	0.6956233535058849 kilojoule / mole	0.6956233535058849 kilojoule / mole	-8.759462776397493 kilojoule / mole	0.11496
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	5.0 millimolar / second	-26.43411614945444 kilojoule / mole	-24.103517643437822 kilojoule / mole	-24.103517643437822 kilojoule / mole	-13.047614635601814 kilojoule / mole	0.0
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	5.0 millimolar / second	-1.7513499411736575 kilojoule / mole	-1.332137026606993 kilojoule / mole	-1.332137026606993 kilojoule / mole	-8.759462777180678 kilojoule / mole	0.05748
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	5.0 millimolar / second	-2.7069868415693605 kilojoule / mole	-4.6995699258652746 kilojoule / mole	-4.6995699258652746 kilojoule / mole	-8.759462777141414 kilojoule / mole	0.05748
R23-RXN	C00004 + C00080 + C05379 = C00003 + C00311	5.0 millimolar / second	-18.759583182588273 kilojoule / mole	-20.701480104947038 kilojoule / mole	-20.701480104947038 kilojoule / mole	-8.759462779969084 kilojoule / mole	0.02648
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	5.0 millimolar / second	0.3823853604100691 kilojoule / mole	-0.9031525066761408 kilojoule / mole	-0.9031525066761408 kilojoule / mole	-8.759462777125858 kilojoule / mole	0.05748
ACETATEKIN-RXN	C00008 + C00227 = C00002 + C00033	5.0 millimolar / second	-13.62963764608547 kilojoule / mole	-13.587745670424784 kilojoule / mole	-13.587745670424784 kilojoule / mole	-8.75946277730972 kilojoule / mole	0.05748
RXN-1082	C00033 + C03058 = C00024 + C01087	5.0 millimolar / second	3.852043659277342 kilojoule / mole	2.1133997843426933 kilojoule / mole	2.1133997843426933 kilojoule / mole	-8.759462776456669 kilojoule / mole	0.11496
GLYCINE-DEHYDROGENASE-RXN	C00004 + C00014 + C00048 + C00080 = C00001 + C00003 + C00037	5.0 millimolar / second	-45.01502113453769 kilojoule / mole	-45.411680389061026 kilojoule / mole	-28.29684285433999 kilojoule / mole	-8.759462777178538 kilojoule / mole	0.05748
RXN-8890	C11062 = C00001 + C00877	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-8.759462775110702 kilojoule / mole	-8.759462775110702 kilojoule / mole	-8.759462776747458 kilojoule / mole	0.08482
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.519832192639555 kilojoule / mole	9.897458538273394 kilojoule / mole	-7.217378996447638 kilojoule / mole	-8.759462777198088 kilojoule / mole	0.05748
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	5.0 millimolar / second	11.058348804425918 kilojoule / mole	9.39555672425425 kilojoule / mole	-7.719280810466784 kilojoule / mole	-8.759462777192399 kilojoule / mole	0.05748
