reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PROPIONYL-COA-CARBOXY-RXN	C00002 + C00100 + C00288 = C00008 + C00009 + C00080 + C00683	10.0 millimolar / second	-2.7445003681897973 kilojoule / mole	20.332413386925552 kilojoule / mole	20.332413386925552 kilojoule / mole	-14.388094735320713 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.81002119165261 kilojoule / mole	18.789252185653257 kilojoule / mole	18.789252185653257 kilojoule / mole	-12.112924186551808 kilojoule / mole	0.13432
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-4.549568721388703 kilojoule / mole	-4.549568721388703 kilojoule / mole	-18.195392431383695 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-58.79442765508309 kilojoule / mole	-75.90926518980413 kilojoule / mole	-58.121572201120905 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	5.0 millimolar / second	-39.326148937021344 kilojoule / mole	-39.302466652446306 kilojoule / mole	-22.18762911772527 kilojoule / mole	-16.208979360297196 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338457717 kilojoule / mole	-12.112924175234678 kilojoule / mole	-12.112924175234678 kilojoule / mole	-12.112924191429101 kilojoule / mole	0.05975
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	5.0 millimolar / second	-22.390116860941134 kilojoule / mole	-22.377172767744447 kilojoule / mole	-22.377172767744447 kilojoule / mole	-18.75039300478501 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	5.0 millimolar / second	16.1622318415602 kilojoule / mole	16.23708930464193 kilojoule / mole	-0.8777482300791021 kilojoule / mole	-12.112924186558761 kilojoule / mole	0.13432
RXN-14047	C00311 = C00158	5.0 millimolar / second	-6.843282680861449 kilojoule / mole	-6.929051821961134 kilojoule / mole	-6.929051821961134 kilojoule / mole	-12.112924186693663 kilojoule / mole	0.13432
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	5.0 millimolar / second	-29.558211165424837 kilojoule / mole	-29.49340166524467 kilojoule / mole	-29.49340166524467 kilojoule / mole	-19.55785748984882 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.345053421939724 kilojoule / mole	20.345050406052273 kilojoule / mole	3.2302128713312404 kilojoule / mole	-14.303170322897607 kilojoule / mole	0.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	22.274258561281126 kilojoule / mole	22.274258561281126 kilojoule / mole	-13.767839455070598 kilojoule / mole	0.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.183111131228017 kilojoule / mole	-25.107108888886 kilojoule / mole	-25.107108888886 kilojoule / mole	-30.27010744682689 kilojoule / mole	0.0
RXN-8964	C00091 + C00149 = C00042 + C04348	5.0 millimolar / second	-5.964746905090124 kilojoule / mole	-10.770236268605458 kilojoule / mole	-10.770236268605458 kilojoule / mole	-12.11292418595989 kilojoule / mole	0.13432
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-13.128646207259655 kilojoule / mole	-13.128646207259655 kilojoule / mole	-12.11292418715947 kilojoule / mole	0.13432
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	5.0 millimolar / second	0.15463308194898673 kilojoule / mole	-9.470585964361957 kilojoule / mole	-9.470585964361957 kilojoule / mole	-12.112924187834908 kilojoule / mole	0.13432
ISOCIT-CLEAV-RXN	C00042 + C00048 = C00311	5.0 millimolar / second	-9.51983219263957 kilojoule / mole	-11.058940460998953 kilojoule / mole	6.055897073722081 kilojoule / mole	-12.112924186453172 kilojoule / mole	0.13432
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	5.0 millimolar / second	8.551954445346922 kilojoule / mole	8.599977325013132 kilojoule / mole	-8.514860209707901 kilojoule / mole	-19.168528859284766 kilojoule / mole	0.0
