reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	5.0 millimolar / second	-5.475979454694226 kilojoule / mole	-17.329148045270408 kilojoule / mole	-0.21431051054937456 kilojoule / mole	-7.058386942239876 kilojoule / mole	0.00375
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	-4.66577731124595 kilojoule / mole	-4.66577731124595 kilojoule / mole	-7.05838690398053 kilojoule / mole	0.09641
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652694 kilojoule / mole	19.162066595113092 kilojoule / mole	19.162066595113092 kilojoule / mole	-7.058386904654282 kilojoule / mole	0.09641
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	2.5 millimolar / second	-14.252751544061766 kilojoule / mole	-14.271615799664271 kilojoule / mole	2.843221735056761 kilojoule / mole	-7.058386907375702 kilojoule / mole	0.05008
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750618 kilojoule / mole	-33.76189884851824 kilojoule / mole	-33.76189884851824 kilojoule / mole	-39.888958820937646 kilojoule / mole	0.0
RXN0-7075	C00033 + C00313 = C00024 + C00209	2.5 millimolar / second	19.553457280967212 kilojoule / mole	14.645376578086648 kilojoule / mole	14.645376578086648 kilojoule / mole	-7.058386907162562 kilojoule / mole	0.05008
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-9.20323040994331 kilojoule / mole	-9.20323040994331 kilojoule / mole	-7.058386904591952 kilojoule / mole	0.09641
HYDROG-RXN	2 C00139 + C00282 = 2 C00080 + 2 C00138	5.0 millimolar / second	-19.5963599999833 kilojoule / mole	-15.857452340099645 kilojoule / mole	1.257385194621389 kilojoule / mole	-7.0583869043117655 kilojoule / mole	0.09641
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	5.0 millimolar / second	-1.7513499411736575 kilojoule / mole	-0.5743188458352393 kilojoule / mole	-0.5743188458352393 kilojoule / mole	-7.058386942307048 kilojoule / mole	0.00375
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	0.7861989710037443 kilojoule / mole	0.7861989710037443 kilojoule / mole	-7.944016654846701 kilojoule / mole	0.0
1.6.99.5-RXN-NADH/CPD-9718/PROTON//NAD/CPD-12125.36.	C00004 + C00080 + CPD-9718 = C00003 + CPD-12125	5.0 millimolar / second	-26.86433259952355 kilojoule / mole	-18.46827875189495 kilojoule / mole	-18.46827875189495 kilojoule / mole	-7.0583869042589615 kilojoule / mole	0.10223
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	2.5 millimolar / second	16.16223184156047 kilojoule / mole	15.607626629322146 kilojoule / mole	-1.507210905398887 kilojoule / mole	-7.0583869083965585 kilojoule / mole	0.04633
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	2.5 millimolar / second	-52.547326318724856 kilojoule / mole	-57.165138478669085 kilojoule / mole	-74.27997601339013 kilojoule / mole	-84.51014567376117 kilojoule / mole	0.0
1.12.5.1-RXN-CPD-9718/HYDROGEN-MOLECULE//CPD-12125.38.	CPD-12125 = C00282 + CPD-9718	5.0 millimolar / second	62.44075752951994 kilojoule / mole	49.99107151747039 kilojoule / mole	32.876233982749355 kilojoule / mole	-7.058386903368671 kilojoule / mole	0.12827
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	2.5 millimolar / second	-29.427656131423902 kilojoule / mole	-29.388452859707613 kilojoule / mole	-29.388452859707613 kilojoule / mole	-7.0583869084069315 kilojoule / mole	0.04633
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-10.89082957307605 kilojoule / mole	-10.89082957307605 kilojoule / mole	-7.058386907926511 kilojoule / mole	0.04633
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	2.5 millimolar / second	-7.716096846263554 kilojoule / mole	-7.058386670901565 kilojoule / mole	-7.058386670901565 kilojoule / mole	-7.058386910327025 kilojoule / mole	0.0408
METHYLMALONYL-COA-MUT-RXN	C00091 = C01213	5.0 millimolar / second	8.353466868023588 kilojoule / mole	8.25915690932021 kilojoule / mole	8.25915690932021 kilojoule / mole	-7.058386908213295 kilojoule / mole	0.04633
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-0.24892832964075517 kilojoule / mole	-0.24892832964075517 kilojoule / mole	-7.058386908234712 kilojoule / mole	0.04633
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.51983219263957 kilojoule / mole	10.208184552316318 kilojoule / mole	-6.906652982404716 kilojoule / mole	-7.058386942287549 kilojoule / mole	0.00375
