Reaction ID	Fluxes	Equation(ID)
RXN-8457	5.0	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
2-OXOBUTYRATE-SYNTHASE-RXN	5.0	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	5.0	C00024 + C00058 --> C00010 + C00022
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	2.5	C00010 + C00048 + C00006 <=> C00005 + C00313 + C00080
HYDGLUTSYN-RXN	5.0	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
RXN0-7075	-2.5	C00024 + C00209 <=> C00033 + C00313
KETOBUTFORMLY-RXN	5.0	C00010 + C00109 --> C00058 + C00100
HYDROG-RXN	5.0	C00282 + 2.0 C00139 <=> 2.0 C00080 + 2.0 C00138
RXN-12450	-5.0	C00006 + C01080 <=> C00005 + Oxidized__45__Factor__45__F420_c + C00080
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	5.0	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
RXN-14103	5.0	C00016 + C00080 + C02630 <=> C01352 + C00026
MALYL-COA-LYASE-RXN	2.5	C04348 <=> C00024 + C00048
OXALOACETASE-RXN	2.5	C00036 + C00001 --> C00033 + C00209 + C00080
R23-RXN	5.0	C00004 + C05379 + C00080 --> C00003 + C00311
MALATE-DEHYDROGENASE-NADP+-RXN	2.5	C00005 + C00036 + C00080 --> C00149 + C00006
2.1.3.1-RXN	5.0	C00683 + C00022 <=> C00036 + C00100
MALATE--COA-LIGASE-RXN	2.5	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
METHYLMALONYL-COA-MUT-RXN	-5.0	C01213 <=> C00091
METHYLMALONYL-COA-EPIM-RXN	5.0	C01213 <=> C00683
COENZYME-F420-HYDROGENASE-RXN	-5.0	C00282 + Oxidized__45__Factor__45__F420_c <=> C01080
ISOCIT-CLEAV-RXN	5.0	C00311 <=> C00048 + C00042
