reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.78798104988117 kilojoule / mole	-23.673143515160135 kilojoule / mole	-23.858895793137126 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	5.0 millimolar / second	28.13123107157017 kilojoule / mole	28.26732728056004 kilojoule / mole	28.26732728056004 kilojoule / mole	15.555887848768359 kilojoule / mole	0.0
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	5.0 millimolar / second	-14.252751544061766 kilojoule / mole	-14.252751381249498 kilojoule / mole	2.8620861534715365 kilojoule / mole	-12.639756134713352 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.2448289225090705 kilojoule / mole	3.2448289225090705 kilojoule / mole	16.477296198241408 kilojoule / mole	0.0
RXN0-7075	C00033 + C00313 = C00024 + C00209	5.0 millimolar / second	19.553457280967425 kilojoule / mole	19.476220051382388 kilojoule / mole	19.476220051382388 kilojoule / mole	11.314983054721337 kilojoule / mole	0.0
RXN-12168	C00091 + C01732 = C00042 + C06028	5.0 millimolar / second	-1.048319270347747 kilojoule / mole	-0.8433313434904547 kilojoule / mole	-0.8433313434904547 kilojoule / mole	-5.05988073447056 kilojoule / mole	0.0
METHYLASPARTATE-MUTASE-RXN	C00025 = C03618	5.0 millimolar / second	6.9883666004500355 kilojoule / mole	7.008994045476406 kilojoule / mole	7.008994045476406 kilojoule / mole	8.2774645207691 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-52.52406999451924 kilojoule / mole	-52.52406999451924 kilojoule / mole	-30.569910248068204 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345428 kilojoule / mole	109.68327217268344 kilojoule / mole	109.68327217268344 kilojoule / mole	29.814030342515682 kilojoule / mole	1.0
METHYLASPARTATE-AMMONIA-LYASE-RXN	C03618 = C00014 + C01732	5.0 millimolar / second	4.48362875057893 kilojoule / mole	4.493943495221006 kilojoule / mole	-12.620894039500028 kilojoule / mole	-9.981783871334944 kilojoule / mole	0.0
GLUTAMATE-DEHYDROGENASE-RXN	C00004 + C00014 + C00026 + C00080 = C00001 + C00003 + C00025	5.0 millimolar / second	-36.48157454370339 kilojoule / mole	-36.485373860585014 kilojoule / mole	-19.370536325863977 kilojoule / mole	20.17536736807911 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353466990208421 kilojoule / mole	-8.353466990208421 kilojoule / mole	-4.451462801773473 kilojoule / mole	0.0
RXN-8960	C00001 + C06028 = C06027	5.0 millimolar / second	3.686969438274673 kilojoule / mole	3.652865634103039 kilojoule / mole	3.652865634103039 kilojoule / mole	2.5892686081338665 kilojoule / mole	0.0
RXN-8807	C00024 + C00042 = C00033 + C00091	5.0 millimolar / second	-6.5020060269725946 kilojoule / mole	-6.492160208134478 kilojoule / mole	-6.492160208134478 kilojoule / mole	1.1435191617176368 kilojoule / mole	0.0
RXN-8961	C06027 = C00048 + C00100	5.0 millimolar / second	15.049597135861177 kilojoule / mole	15.043498414994346 kilojoule / mole	-2.0713391197266873 kilojoule / mole	-6.432102541394787 kilojoule / mole	0.0
