reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PROPIONYL-COA-CARBOXY-RXN	C00002 + C00100 + C00288 = C00008 + C00009 + C00080 + C00683	5.0 millimolar / second	-2.7445003681897973 kilojoule / mole	8.617215118938478 kilojoule / mole	8.617215118938478 kilojoule / mole	-23.21443387331789 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.51093485772401 kilojoule / mole	-32.722649177091995 kilojoule / mole	-32.722649177091995 kilojoule / mole	-23.214433882324737 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.81002119165261 kilojoule / mole	17.087870414320957 kilojoule / mole	17.087870414320957 kilojoule / mole	-13.66229638240349 kilojoule / mole	0.14062
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-4.7404689901487576 kilojoule / mole	-4.7404689901487576 kilojoule / mole	-22.9301033604245 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	5.0 millimolar / second	-63.201803634130385 kilojoule / mole	-46.3312197804943 kilojoule / mole	-63.446057315215334 kilojoule / mole	-34.92132811007 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	5.0 millimolar / second	-39.326148937021344 kilojoule / mole	-39.47904852860816 kilojoule / mole	-22.364210993887127 kilojoule / mole	-13.662296385654546 kilojoule / mole	0.07031
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.5569274338457717 kilojoule / mole	-13.662296390320682 kilojoule / mole	-13.662296390320682 kilojoule / mole	-13.662296387479856 kilojoule / mole	0.05703
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	5.0 millimolar / second	-22.520671894942552 kilojoule / mole	-24.32572984134717 kilojoule / mole	-24.32572984134717 kilojoule / mole	-13.662296385779065 kilojoule / mole	0.07031
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.54732631872473 kilojoule / mole	-50.920917940083584 kilojoule / mole	-68.03575547480462 kilojoule / mole	-87.81410467553991 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.5833233583064 kilojoule / mole	27.677567894914148 kilojoule / mole	27.677567894914148 kilojoule / mole	-13.662296385346105 kilojoule / mole	0.07031
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	5.0 millimolar / second	20.34505342193961 kilojoule / mole	18.552883477386796 kilojoule / mole	1.4380459426657617 kilojoule / mole	-13.662296385630482 kilojoule / mole	0.07031
RXN-781	C00001 + C00894 = C00827	5.0 millimolar / second	-2.092265197749839 kilojoule / mole	-6.530136825653433 kilojoule / mole	-6.530136825653433 kilojoule / mole	-13.662296382477805 kilojoule / mole	0.14062
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	5.0 millimolar / second	22.274273316339418 kilojoule / mole	16.8977634902574 kilojoule / mole	16.8977634902574 kilojoule / mole	-13.662296385660188 kilojoule / mole	0.07031
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.183111131228074 kilojoule / mole	-13.662296401116585 kilojoule / mole	-13.662296401116585 kilojoule / mole	-13.662296394353213 kilojoule / mole	0.02894
RXN-15724	C00033 + C00827 = C00024 + C00186	5.0 millimolar / second	2.610075227675793 kilojoule / mole	-0.252055766737862 kilojoule / mole	-0.252055766737862 kilojoule / mole	-13.662296382424909 kilojoule / mole	0.14062
PROPCOASYN-RXN	C00080 + C00100 + C04253 = C00894 + ETF__45__Reduced	5.0 millimolar / second	-2.968629861199588 kilojoule / mole	-53.2697140987689 kilojoule / mole	-53.2697140987689 kilojoule / mole	-15.374651042092118 kilojoule / mole	0.0
L-LACTATE-DEHYDROGENASE-RXN	C00003 + C00186 = C00004 + C00022 + C00080	5.0 millimolar / second	26.758655326195708 kilojoule / mole	26.736485980361465 kilojoule / mole	26.736485980361465 kilojoule / mole	-13.662296382417322 kilojoule / mole	0.14062
