reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	5.0 millimolar / second	28.131231071569715 kilojoule / mole	15.107262245679358 kilojoule / mole	15.107262245679358 kilojoule / mole	-7.264612025162368 kilojoule / mole	0.05511
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	5.0 millimolar / second	-22.18646711534643 kilojoule / mole	-34.272275799702925 kilojoule / mole	-17.15743826498189 kilojoule / mole	-7.264612026618925 kilojoule / mole	0.03809
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	5.0 millimolar / second	-14.252751544061766 kilojoule / mole	-14.252751306370214 kilojoule / mole	2.8620862283508193 kilojoule / mole	-7.26461202525924 kilojoule / mole	0.05511
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	5.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.715002694783029 kilojoule / mole	3.715002694783029 kilojoule / mole	-7.264612024542674 kilojoule / mole	0.09319
FUMARATE-REDUCTASE-NADH-RXN	C00004 + C00080 + C00122 = C00003 + C00042	5.0 millimolar / second	-61.21694462493679 kilojoule / mole	-61.051881487861216 kilojoule / mole	-61.051881487861216 kilojoule / mole	-7.2646120256875015 kilojoule / mole	0.05511
RXN0-7075	C00033 + C00313 = C00024 + C00209	5.0 millimolar / second	19.553457280967425 kilojoule / mole	11.454131566967153 kilojoule / mole	11.454131566967153 kilojoule / mole	-7.2646120251882955 kilojoule / mole	0.05511
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00149 = C00001 + C00122	5.0 millimolar / second	3.4300285975664337 kilojoule / mole	3.4348356918032628 kilojoule / mole	3.4348356918032628 kilojoule / mole	-7.264612025231731 kilojoule / mole	0.05511
S-2-METHYLMALATE-DEHYDRATASE-RXN	C00001 + C01732 = C00815	5.0 millimolar / second	1.9867945547151749 kilojoule / mole	2.0029277177190075 kilojoule / mole	2.0029277177190075 kilojoule / mole	-7.264612026624301 kilojoule / mole	0.03809
RXN0-6562	C00001 + C03232 = C00009 + C00168	5.0 millimolar / second	-17.216717711750697 kilojoule / mole	-16.68593387872646 kilojoule / mole	-33.80077141344749 kilojoule / mole	-14.717192390910492 kilojoule / mole	0.0
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	C00065 + C00101 = C00001 + C00037 + C00143	5.0 millimolar / second	-6.75949647425108 kilojoule / mole	-6.378447726303051 kilojoule / mole	-6.378447726303051 kilojoule / mole	-7.264612026618555 kilojoule / mole	0.03809
RXN-15513	C00631 = C00197	5.0 millimolar / second	-4.52040798250934 kilojoule / mole	-4.653452880127804 kilojoule / mole	-4.653452880127804 kilojoule / mole	-7.264612024559692 kilojoule / mole	0.09319
MALYL-COA-LYASE-RXN	C00024 + C00048 = C04348	5.0 millimolar / second	-16.16223184156047 kilojoule / mole	-16.162232450710775 kilojoule / mole	0.9526050840102582 kilojoule / mole	-7.2646120252198045 kilojoule / mole	0.05511
METHYLASPARTATE-MUTASE-RXN	C00025 = C03618	5.0 millimolar / second	6.9883666004500355 kilojoule / mole	4.109173283217819 kilojoule / mole	4.109173283217819 kilojoule / mole	-7.264612024633903 kilojoule / mole	0.07213
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	C00037 + C00168 = C00048 + C00065	5.0 millimolar / second	4.275614090443526 kilojoule / mole	3.4381937694056157 kilojoule / mole	3.4381937694056157 kilojoule / mole	-7.264612026637832 kilojoule / mole	0.03809
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.678648759937293 kilojoule / mole	27.678648759937293 kilojoule / mole	-8.225126509635851 kilojoule / mole	0.0
METHYLASPARTATE-AMMONIA-LYASE-RXN	C03618 = C00014 + C01732	5.0 millimolar / second	4.48362875057893 kilojoule / mole	5.437398228887541 kilojoule / mole	-11.677439305833493 kilojoule / mole	-7.26461202664509 kilojoule / mole	0.03809
RXN-8964	C00042 + C04348 = C00091 + C00149	5.0 millimolar / second	5.964746905089896 kilojoule / mole	5.426468714237805 kilojoule / mole	5.426468714237805 kilojoule / mole	-7.264612025172703 kilojoule / mole	0.05511
PGLYCDEHYDROG-RXN	C00003 + C00197 = C00004 + C00080 + C03232	5.0 millimolar / second	33.927608269133714 kilojoule / mole	33.55746262256272 kilojoule / mole	33.55746262256272 kilojoule / mole	-7.264612024581006 kilojoule / mole	0.09319
GLYCINE-AMINOTRANSFERASE-RXN	C00026 + C00037 = C00025 + C00048	5.0 millimolar / second	8.533446590834501 kilojoule / mole	8.09563242954337 kilojoule / mole	8.09563242954337 kilojoule / mole	-7.264612024629603 kilojoule / mole	0.07213
CITRAMALATE-LYASE-RXN	C00815 = C00022 + C00033	5.0 millimolar / second	-2.8760864197276987 kilojoule / mole	-0.6667575873744056 kilojoule / mole	-17.78159512209544 kilojoule / mole	-8.10778724640393 kilojoule / mole	0.0
