Reaction ID	Fluxes	Equation(ID)
RXN-8457	5.0	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
GLUTACONYL-COA-DECARBOXYLASE-RXN	5.0	C00011 + C00877 --> C02411 + C00080
KETOGLUTREDUCT-RXN	5.0	C00003 + C01087 <=> C00004 + C00080 + C00026
RXN-1083	-5.0	C03058 <=> C02411 + C00001
OXALOACETASE-RXN	5.0	C00036 + C00001 --> C00033 + C00209 + C00080
R23-RXN	5.0	C00004 + C05379 + C00080 --> C00003 + C00311
RXN-14047	-5.0	C00158 <=> C00311
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	5.0	C03561 <=> C00877 + C00001
RXN-5901	5.0	C00332 + C00005 + C00080 --> C03561 + C00006
ACETYL-COA-ACETYLTRANSFER-RXN	5.0	2.0 C00024 <=> C00332 + C00010
RXN-1082	-5.0	C00024 + C01087 <=> C00033 + C03058
ATP-CITRATE-PRO-S--LYASE-RXN	5.0	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
