Reaction ID	Fluxes	Equation(ID)
RXN-18384	5.0	C00894 + C00011 + C00005 --> C01213 + C00006
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	5.0	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	5.0	C00010 + C00048 + C00006 <=> C00005 + C00313 + C00080
RXN-16767	-5.0	C00004 <=> C21424
RXN0-7075	-5.0	C00024 + C00209 <=> C00033 + C00313
RXN-12168	5.0	C01732 + C00091 --> C06028 + C00042
METHYLASPARTATE-MUTASE-RXN	-5.0	C03618 <=> C00025
RXN-15977	5.0	C00007 + C00100 --> C00894 + C00027
RXN-16774	-5.0	C21424 + C00007 + C00080 <=> C00027 + C00003
METHYLASPARTATE-AMMONIA-LYASE-RXN	5.0	C03618 <=> C00014 + C01732
GLUTAMATE-DEHYDROGENASE-RXN	-5.0	C00025 + C00003 + C00001 <=> C00014 + C00004 + C00080 + C00026
METHYLMALONYL-COA-MUT-RXN	5.0	C01213 <=> C00091
RXN-8960	-5.0	C06027 <=> C06028 + C00001
RXN-8807	-5.0	C00033 + C00091 <=> C00024 + C00042
RXN-8961	5.0	C06027 <=> C00048 + C00100
