reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.780005949738324 kilojoule / mole	-23.665168415017288 kilojoule / mole	-24.103999774322034 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	5.0 millimolar / second	-22.18646711534643 kilojoule / mole	-22.087703923273033 kilojoule / mole	-4.9728663885519975 kilojoule / mole	6.839228874589997 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	5.0 millimolar / second	-25.355278707548877 kilojoule / mole	-25.34083591580204 kilojoule / mole	-8.225998381081004 kilojoule / mole	-0.44672709037861846 kilojoule / mole	0.0
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	2.5 millimolar / second	-14.252751544061766 kilojoule / mole	-14.25275240703574 kilojoule / mole	2.862085127685293 kilojoule / mole	-6.098733239754581 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	10.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.6924024746297532 kilojoule / mole	3.6924024746297532 kilojoule / mole	19.92519314581623 kilojoule / mole	0.0
RXN0-7075	C00033 + C00313 = C00024 + C00209	2.5 millimolar / second	19.553457280967425 kilojoule / mole	19.463477564259904 kilojoule / mole	19.463477564259904 kilojoule / mole	14.710024163758405 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	5.0 millimolar / second	34.571516194760434 kilojoule / mole	34.11665334869958 kilojoule / mole	34.11665334869958 kilojoule / mole	16.27234768570068 kilojoule / mole	0.0
2.6.1.35-RXN	C00036 + C00037 = C00048 + C00049	2.5 millimolar / second	5.688872197516531 kilojoule / mole	5.628803892616331 kilojoule / mole	5.628803892616331 kilojoule / mole	5.775635161239275 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	2.5 millimolar / second	-63.20180363413033 kilojoule / mole	-62.91799754290093 kilojoule / mole	-80.03283507762197 kilojoule / mole	-72.90669041040472 kilojoule / mole	0.0
THREONINE-RACEMASE-RXN	C00820 = C00188	2.5 millimolar / second	-10.045215204066324 kilojoule / mole	-9.691723550587243 kilojoule / mole	-9.691723550587243 kilojoule / mole	-5.749076414253949 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	2.5 millimolar / second	-22.520671894942552 kilojoule / mole	-22.53019871469655 kilojoule / mole	-22.53019871469655 kilojoule / mole	15.826341026778445 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	2.5 millimolar / second	-52.547326318724856 kilojoule / mole	-52.602233173251285 kilojoule / mole	-69.71707070797231 kilojoule / mole	-103.14620193318956 kilojoule / mole	0.0
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	C00001 + C00007 + C02721 = C00027 + C00041 + C00067	5.0 millimolar / second	-68.9962422617597 kilojoule / mole	-45.921915648594066 kilojoule / mole	-63.0367531833151 kilojoule / mole	-37.491404578232135 kilojoule / mole	0.0
THREDEHYD-RXN	C00188 = C00014 + C00109	2.5 millimolar / second	-24.0919697192071 kilojoule / mole	-24.00169463366236 kilojoule / mole	-41.116532168383394 kilojoule / mole	-36.96612029766096 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	2.5 millimolar / second	20.34505342193966 kilojoule / mole	20.34505398557851 kilojoule / mole	3.2302164508574776 kilojoule / mole	17.501411048968627 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103552 kilojoule / mole	-49.33237802772714 kilojoule / mole	-49.33237802772714 kilojoule / mole	-25.50297364459709 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	10.0 millimolar / second	131.89141496345414 kilojoule / mole	106.01910890226507 kilojoule / mole	106.01910890226507 kilojoule / mole	26.149867070858672 kilojoule / mole	1.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	2.5 millimolar / second	22.274273316339418 kilojoule / mole	22.27427265816385 kilojoule / mole	22.27427265816385 kilojoule / mole	15.513352055953806 kilojoule / mole	0.0
4.1.2.42-RXN	C00037 + C00084 = C00820	2.5 millimolar / second	0.08155475338753604 kilojoule / mole	-0.2776015917957797 kilojoule / mole	16.837235942925254 kilojoule / mole	17.91141461342015 kilojoule / mole	0.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-2.0164929631787607 kilojoule / mole	-2.0164929631787607 kilojoule / mole	-2.619622667963266 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-0.1546340408950535 kilojoule / mole	-0.1546340408950535 kilojoule / mole	0.17911049391403294 kilojoule / mole	0.0
ACETALD-DEHYDROG-RXN	C00004 + C00024 + C00080 = C00003 + C00010 + C00084	2.5 millimolar / second	17.62287471273561 kilojoule / mole	17.692099934485352 kilojoule / mole	0.5772623997643189 kilojoule / mole	20.668090570685916 kilojoule / mole	0.0
