reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.78926501336107 kilojoule / mole	-23.674427478640034 kilojoule / mole	-15.102906855675192 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	1.6836279545253838 kilojoule / mole	1.6836279545253838 kilojoule / mole	11.485600904797142 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652694 kilojoule / mole	19.835257157363387 kilojoule / mole	19.835257157363387 kilojoule / mole	13.487258224712486 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.1727352746674597 kilojoule / mole	3.1727352746674597 kilojoule / mole	18.244334045909902 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-3.470737540175284 kilojoule / mole	-3.470737540175284 kilojoule / mole	4.540397809929393 kilojoule / mole	0.0
HYDROG-RXN	2 C00139 + C00282 = 2 C00080 + 2 C00138	5.0 millimolar / second	-19.5963599999833 kilojoule / mole	-19.596369105119415 kilojoule / mole	-2.4815315703983796 kilojoule / mole	-40.33349842248239 kilojoule / mole	0.0
1.6.99.5-RXN-NADH/CPD-9724/PROTON//NAD/CPD-12124.36.	C00004 + C00080 + CPD-9724 = C00003 + CPD-12124	5.0 millimolar / second	-26.864332599523095 kilojoule / mole	-27.033469203478678 kilojoule / mole	-27.033469203478678 kilojoule / mole	22.84137073770803 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.54732631872473 kilojoule / mole	-52.59319567961124 kilojoule / mole	-69.70803321433227 kilojoule / mole	-103.32703795783503 kilojoule / mole	0.0
1.12.5.1-RXN-CPD-9724/HYDROGEN-MOLECULE//CPD-12124.38.	CPD-12124 = C00282 + CPD-9724	5.0 millimolar / second	62.44075752951943 kilojoule / mole	62.75179163652758 kilojoule / mole	45.636954101806545 kilojoule / mole	24.854980161769458 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-53.038205230694814 kilojoule / mole	-53.038205230694814 kilojoule / mole	-31.914663720982883 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	110.27351078996999 kilojoule / mole	110.27351078996999 kilojoule / mole	30.404268959975482 kilojoule / mole	1.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-2.0438892391449253 kilojoule / mole	-2.0438892391449253 kilojoule / mole	-2.2922974714653206 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-0.1546333135222837 kilojoule / mole	-0.1546333135222837 kilojoule / mole	0.5797839626816685 kilojoule / mole	0.0
ACETATE--COA-LIGASE-ADP-FORMING-RXN	C00002 + C00010 + C00033 = C00008 + C00009 + C00024	5.0 millimolar / second	4.750656085799669 kilojoule / mole	4.757187077091259 kilojoule / mole	4.757187077091259 kilojoule / mole	8.364537116038704 kilojoule / mole	0.0
